property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Entire condo,Entire home/apt,6,1.0,3.0,5.0,2.0,2.0,40.12532,18.29164,Puglia,t,29,59,89,364,1,1,0,4.0,5.0,4.0,5.0,0.22,100.0,372,71,638,36,0.3333333333333333,2.0,1.6666666666666667,0.0796703296703296,4.5,4.545454545454546
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,1.0,1.0,19.44259,-99.17457,Mexico City,t,16,46,76,350,0,0,0,4.86,4.87,4.88,4.77,0.87,560.0,265,40,48,4,1.0,3.0,3.0,0.0457142857142857,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,48.86723,2.28742,Paris,t,6,28,51,51,4,0,0,5.0,5.0,5.0,5.0,0.26,118.0,342,53,493,31,1.0,2.0,0.0,0.1176470588235294,5.0,15.384615384615383
Room in hotel,Private room,2,0.0,1.0,1.0,16.0,16.0,45.5092643,-73.5518129,Montreal,t,0,0,0,0,37,11,1,4.24,4.16,4.89,4.11,1.73,111.0,101,16,583,31,0.0,2.0,1.0,0.0732394366197183,4.2,21.38728323699422
Entire rental unit,Entire home/apt,8,2.0,2.0,4.0,140.0,151.0,21.332266878116965,-158.12255841882356,Hawaii,t,0,0,0,8,0,0,0,4.86,4.87,4.88,4.77,0.87,824.0,390,58,1018,66,1.0,4.0,2.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,2.0,51.55755,-0.08369,London,t,9,9,9,100,0,0,0,4.86,4.87,4.88,4.77,0.87,110.0,268,46,350,21,1.0,2.0,1.0,0.09,4.855,27.85923753665689
Entire condo,Entire home/apt,2,1.5,1.0,1.0,1.0,1.0,29.9425,-90.06904,New Orleans,t,0,0,0,244,1,1,0,5.0,5.0,5.0,5.0,0.08,95.0,481,65,1157,59,1.5,2.0,1.0,0.0,5.0,12.5
Entire condo,Entire home/apt,4,1.0,1.0,1.0,692.0,914.0,22.01023,-159.34179,Hawaii,t,30,60,90,180,1,0,0,4.0,4.0,5.0,3.0,0.03,234.0,476,86,799,45,1.0,4.0,1.0,0.1666666666666666,4.0,33.333333333333336
Private room in home,Private room,1,2.0,1.0,1.0,1.0,3.0,-27.6033213,152.9757615,Brisbane,t,12,42,72,253,8,8,0,4.88,4.63,4.38,4.63,1.07,56.0,262,45,137,7,2.0,1.0,1.0,0.0474308300395256,4.755,7.4766355140186915
Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,16.0,21.0,45.76835,4.84188,Lyon,t,18,39,59,165,1,1,0,5.0,5.0,5.0,5.0,0.73,408.0,389,66,570,36,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.109090909090909,5.0,1.36986301369863
Entire serviced apartment,Entire home/apt,6,2.0,3.0,6.0,11.0,11.0,39.465,-0.3701,Valencia,t,13,28,44,221,69,24,1,4.96,5.0,4.96,4.94,1.91,686.0,479,74,935,52,0.6666666666666666,2.0,2.0,0.0588235294117647,4.98,36.125654450261784
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,19.0,23.0,35.00888,24.86559,Crete,missing,28,58,88,268,0,0,0,4.86,4.87,4.88,4.77,0.87,111.0,0,0,781,45,1.0,3.0,2.0,0.1044776119402985,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,89.0,696.0,51.49560978762239,-0.1337438653418153,London,t,11,37,67,330,15,12,0,4.93,4.93,4.93,4.8,1.06,244.0,484,78,888,44,1.0,2.0,1.0,0.0333333333333333,4.93,14.150943396226417
Entire rental unit,Entire home/apt,7,2.0,4.0,4.0,7.0,62.0,40.412334226424285,-3.72111700595015,Madrid,t,2,13,38,38,7,6,0,4.43,4.71,4.71,4.71,0.5,120.0,531,94,256,15,0.5,1.75,1.0,0.0526315789473684,4.57,14.0
Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,14.0,15.0,43.66584,-79.40674,Toronto,t,24,54,84,359,0,0,0,4.86,4.87,4.88,4.77,0.87,250.0,504,76,671,42,0.5,2.0,0.5,0.0668523676880222,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,18.0,40.0,-33.9115861,151.2070307,Sydney,t,0,0,0,271,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,498,78,517,35,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire guesthouse,Entire home/apt,4,1.0,1.0,3.0,2.0,2.0,37.63059,24.34837,South Aegean,t,30,60,90,332,26,8,0,4.92,4.92,4.81,4.77,0.4,101.0,499,84,711,39,1.0,4.0,3.0,0.0903614457831325,4.92,65.0
Entire home,Entire home/apt,9,3.0,5.0,6.0,35.0,36.0,-38.3741954,145.0357512,Mornington Peninsula,t,1,1,1,1,18,18,1,5.0,4.94,5.0,4.94,1.97,399.0,495,83,892,46,0.6,1.8,1.2,1.0,4.970000000000001,9.137055837563452
Private room in rental unit,Private room,2,2.0,1.0,1.0,7.0,7.0,-22.98659,-43.19013,Rio de Janeiro,t,21,21,21,21,52,3,0,4.94,4.65,4.94,4.84,0.57,447.0,44,9,824,45,2.0,2.0,1.0,1.0,4.795,91.2280701754386
Room in hotel,Private room,4,1.0,1.0,3.0,19.0,20.0,35.90175,14.48715,Malta,t,17,47,72,191,2,0,0,5.0,4.5,4.5,5.0,0.08,40.0,535,83,632,34,1.0,4.0,3.0,0.0890052356020942,4.75,25.0
Room in hotel,Private room,2,1.0,1.0,2.0,9.0,9.0,41.38724,2.17423,Barcelona,t,10,15,20,94,187,89,6,4.66,4.76,4.92,4.55,5.35,151.0,130,23,120,9,1.0,2.0,2.0,0.1063829787234042,4.71,34.953271028037385
Entire guesthouse,Entire home/apt,1,1.0,1.0,1.0,2.0,2.0,37.76421,-122.44655,San Francisco,t,14,14,41,179,3,3,1,5.0,4.33,5.0,4.67,0.42,63.0,415,63,656,36,1.0,1.0,1.0,0.0782122905027933,4.665,7.142857142857143
Entire condo,Entire home/apt,4,1.0,2.0,2.0,4.0,5.0,43.76841,11.26623,Florence,t,16,18,28,233,80,1,0,4.71,4.84,4.84,4.75,1.45,100.0,478,79,312,22,0.5,2.0,1.0,0.0686695278969957,4.775,55.17241379310345
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,4.0,48.857719,2.302524,Paris,t,14,42,72,162,408,16,0,4.78,4.86,4.92,4.74,3.47,172.0,187,34,596,34,1.0,4.0,2.0,0.0864197530864197,4.82,117.57925072046108
Private room in guest suite,Private room,2,1.0,1.0,1.0,3.0,3.0,45.34960250438671,-75.71368586830472,Ottawa,t,30,50,60,335,1,1,0,5.0,5.0,5.0,5.0,0.28,96.0,518,92,616,32,1.0,2.0,1.0,0.0895522388059701,5.0,3.571428571428571
Entire home,Entire home/apt,6,2.0,3.0,4.0,1.0,1.0,43.31233,-1.99094,Euskadi,t,26,56,86,335,81,11,0,4.64,4.69,4.8,4.51,1.52,238.0,492,74,1053,55,0.6666666666666666,2.0,1.3333333333333333,0.0776119402985074,4.665,53.28947368421053
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,4.0,48.20167246144524,16.352874352987026,Vienna,t,10,17,35,293,35,35,0,4.86,4.8,5.0,4.66,2.91,99.0,303,53,512,31,1.0,2.0,1.0,0.0341296928327645,4.83,12.027491408934708
Entire home,Entire home/apt,2,1.0,2.0,2.0,3.0,3.0,40.70983,-73.73904,New York City,t,30,60,90,361,266,12,0,4.95,4.97,4.86,4.91,2.62,150.0,498,77,626,38,0.5,1.0,1.0,0.0831024930747922,4.96,101.5267175572519
Private room in rental unit,Private room,2,0.5,1.0,1.0,1.0,2.0,48.83576,2.34936,Paris,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,80.0,318,49,73,6,0.5,2.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,2.0,2.0,-22.9698692,-43.1838755,Rio de Janeiro,t,22,52,75,165,1,1,0,5.0,5.0,5.0,5.0,0.09,757.0,279,45,323,19,1.0,4.0,3.0,0.1333333333333333,5.0,11.11111111111111
Entire villa,Entire home/apt,10,3.5,5.0,7.0,746.0,866.0,36.37706,28.213661,South Aegean,t,0,0,0,194,23,8,0,4.87,4.52,4.22,4.57,0.75,813.0,0,0,1087,59,0.7,2.0,1.4,0.0,4.695,30.666666666666668
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,3.0,4.0,-31.89148,115.79504,Western Australia,t,0,22,52,143,8,1,0,4.13,4.38,4.38,4.13,0.24,239.0,272,47,402,23,0.5,2.5,1.5,0.0,4.255,33.333333333333336
Private room in nature lodge,Private room,2,1.0,1.0,2.0,6.0,7.0,-37.82899,145.35356,Melbourne,t,21,45,75,348,18,2,0,4.89,4.83,4.94,4.78,0.23,295.0,432,67,944,51,1.0,2.0,2.0,0.0603448275862069,4.859999999999999,78.26086956521739
Private room in rental unit,Private room,2,2.0,1.0,1.0,1.0,1.0,32.70878,-117.15636,San Diego,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,175.0,250,42,2,1,2.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Private room in condo,Private room,4,1.0,1.0,3.0,10.0,10.0,37.50781,15.09638,Sicily,t,3,11,37,304,3,3,0,4.67,4.67,3.67,4.67,0.86,55.0,500,94,437,25,1.0,4.0,3.0,0.0098684210526315,4.67,3.488372093023256
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,51.4948842,-0.2026884,London,t,8,20,20,20,1,1,0,5.0,4.0,5.0,4.0,0.2,200.0,515,74,86,6,1.0,4.0,1.0,0.4,4.5,5.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,2.0,2.0,48.84217,2.32635,Paris,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,150.0,340,58,108,5,1.0,2.0,0.0,0.1078066914498141,4.855,27.85923753665689
Entire condo,Entire home/apt,4,1.0,1.0,1.0,32.0,47.0,36.11854,-115.16332,"Clark County, NV",t,6,26,54,234,7,0,0,4.86,5.0,4.57,5.0,0.11,248.0,299,39,290,21,1.0,4.0,1.0,0.0256410256410256,4.93,63.63636363636363
Entire rental unit,Entire home/apt,12,3.5,3.0,4.0,23.0,23.0,35.9192015,14.4856106,Malta,t,26,54,84,347,7,7,1,5.0,4.86,4.57,5.0,1.62,153.0,490,76,571,34,1.1666666666666667,4.0,1.3333333333333333,0.0749279538904899,4.93,4.320987654320987
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,2.0,48.87566757202149,2.4025421142578125,Paris,t,0,0,0,203,8,0,0,4.0,3.63,4.0,3.88,0.26,100.0,349,55,703,39,1.0,2.0,1.0,0.0,3.815,30.769230769230766
Private room in rental unit,Private room,4,1.0,2.0,4.0,1.0,2.0,45.52836,-73.60477,Montreal,t,27,57,82,82,43,21,0,4.91,4.77,4.93,4.81,1.88,102.0,522,95,732,40,0.5,2.0,2.0,0.3292682926829268,4.84,22.872340425531917
Entire home,Entire home/apt,8,3.0,3.0,5.0,1.0,1.0,36.97378,-121.95317,Santa Cruz County,t,23,53,83,311,3,3,0,5.0,4.67,5.0,5.0,0.42,600.0,422,75,554,31,1.0,2.6666666666666665,1.6666666666666667,0.0739549839228295,4.835,7.142857142857143
Entire home,Entire home/apt,6,1.5,3.0,3.0,1.0,1.0,-37.83552,144.94405,Melbourne,t,0,0,0,47,1,0,0,5.0,5.0,5.0,5.0,0.03,130.0,356,59,722,37,0.5,2.0,1.0,0.0,5.0,33.333333333333336
Private room in condo,Private room,2,1.0,1.0,1.0,1.0,4.0,51.59193761384349,-0.192446305872462,London,t,30,60,90,365,91,6,0,4.79,4.78,4.47,4.74,0.74,52.0,545,81,861,49,1.0,2.0,1.0,0.0821917808219178,4.785,122.97297297297295
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,4.0,6.0,40.84794,14.25609,Naples,t,0,0,0,0,3,2,0,5.0,5.0,5.0,4.67,0.15,47.0,53,9,259,17,1.0,2.0,1.0,0.0732394366197183,5.0,20.0
Private room in home,Private room,2,1.0,1.0,1.0,3.0,3.0,40.88562,-73.85551,New York City,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,102.0,544,86,883,47,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Private room in rental unit,Private room,3,1.0,1.0,2.0,4.0,4.0,37.22927,15.22196,Sicily,t,28,56,86,342,10,2,0,4.6,4.9,4.5,4.5,0.11,50.0,482,80,228,16,1.0,3.0,2.0,0.0818713450292397,4.75,90.9090909090909
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,18.0,18.0,41.39046,2.17572,Barcelona,missing,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,424.0,0,0,320,21,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire home,Entire home/apt,4,1.5,4.0,2.0,1.0,1.0,52.40961,4.90513,Amsterdam,t,0,0,0,23,3,1,0,5.0,4.67,4.33,4.0,0.04,219.0,358,63,800,44,0.375,1.0,0.5,0.0,4.835,75.0
Private room in rental unit,Private room,2,1.5,1.0,1.0,16.0,19.0,37.9859321,23.7289531,Athens,t,30,60,84,350,8,1,0,4.75,4.75,4.75,4.75,0.42,71.0,336,53,1184,55,1.5,2.0,1.0,0.0857142857142857,4.75,19.047619047619047
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,43.768936,11.257283,Florence,t,6,19,29,286,32,8,1,4.56,4.59,4.84,4.66,0.73,73.0,438,75,482,26,1.0,2.0,1.0,0.0209790209790209,4.574999999999999,43.83561643835616
Private room in home,Private room,1,1.0,2.0,1.0,1.0,2.0,-37.751,145.05238,Melbourne,t,21,51,81,82,1,1,0,5.0,5.0,5.0,5.0,0.24,99.0,301,48,726,44,0.5,0.5,0.5,0.2560975609756097,5.0,4.166666666666667
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,46.0,55.0,40.72792,-74.06601,Jersey City,t,30,60,89,89,20,5,0,4.65,4.65,4.3,4.3,0.5,67.0,275,44,681,39,1.0,4.0,2.0,0.3370786516853932,4.65,40.0
Entire cabin,Entire home/apt,5,1.0,2.0,3.0,1.0,1.0,45.14947,-66.98453,New Brunswick,t,0,0,1,90,38,3,0,4.89,4.61,4.97,4.84,0.56,200.0,443,81,1117,60,0.5,2.5,1.5,0.0,4.75,67.85714285714285
Entire condo,Entire home/apt,4,1.0,1.0,2.0,4.0,4.0,41.13805,-8.60799,Porto,t,6,6,6,6,158,78,4,4.89,4.84,4.93,4.8,4.91,61.0,456,79,697,39,1.0,4.0,2.0,1.0,4.865,32.17922606924643
Private room in home,Private room,1,6.0,1.0,1.0,12.0,14.0,41.2346241,-8.5884877,Porto,t,6,36,66,183,1,1,0,5.0,5.0,5.0,4.0,0.14,39.0,270,45,209,10,6.0,1.0,1.0,0.0327868852459016,5.0,7.142857142857142
Private room in tent,Private room,6,1.5,1.0,2.0,1.0,1.0,37.03486,15.05437,Sicily,t,22,52,82,352,2,2,0,4.5,5.0,5.0,5.0,0.71,18.0,537,76,586,28,1.5,6.0,2.0,0.0625,4.75,2.8169014084507045
Entire loft,Entire home/apt,4,1.0,2.0,3.0,9.0,16.0,37.322028,-121.947833,Santa Clara County,t,0,0,0,110,36,0,0,4.97,4.97,5.0,4.72,0.53,179.0,226,37,984,55,0.5,2.0,1.5,0.0,4.97,67.9245283018868
Entire home,Entire home/apt,6,2.0,3.0,3.0,1.0,1.0,-28.68555,153.60135,Northern Rivers,t,1,1,1,1,0,0,0,4.86,4.87,4.88,4.77,0.87,742.0,439,79,525,28,0.6666666666666666,2.0,1.0,1.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,3.0,4.0,38.88647,-76.95907,"Washington, D.C",t,0,0,0,249,4,0,0,4.75,4.5,4.0,4.5,0.14,54.0,79,13,729,40,0.5,1.5,1.0,0.0,4.625,28.57142857142857
Entire home,Entire home/apt,6,1.0,2.0,4.0,1.0,1.0,26.3007346,-80.11381770000001,Broward County,t,0,23,53,328,0,0,0,4.86,4.87,4.88,4.77,0.87,168.0,289,51,163,9,0.5,3.0,2.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,2.0,5.0,22.28457,114.15375,Hong Kong,t,1,2,16,169,103,19,1,4.73,4.7,4.89,4.69,0.7,960.0,381,56,768,41,0.5,1.5,1.0,0.0059171597633136,4.715,147.14285714285714
Entire condo,Entire home/apt,2,1.0,1.0,1.0,24.0,25.0,34.04079,-118.46588,Los Angeles,t,0,0,0,154,34,3,0,4.82,4.52,4.8,4.64,0.39,282.0,1000,171,858,49,1.0,2.0,1.0,0.0,4.67,87.17948717948718
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,17.0,21.0,40.43853436800919,-3.699600023861088,Madrid,t,12,42,72,73,10,10,3,4.4,4.7,4.6,3.8,1.75,110.0,492,85,621,37,1.0,2.0,1.0,0.1643835616438356,4.550000000000001,5.714285714285714
Entire home,Entire home/apt,4,1.0,2.0,3.0,1.0,1.0,-41.3865787,146.1751553,Tasmania,t,11,27,55,224,83,52,11,4.93,4.9,4.9,4.93,3.6,157.0,420,64,735,41,0.5,2.0,1.5,0.0491071428571428,4.915,23.055555555555554
Entire condo,Entire home/apt,4,1.0,1.0,2.0,21.0,22.0,41.69708,2.8367,Girona,t,5,10,37,64,4,2,0,5.0,5.0,5.0,5.0,0.11,95.0,437,64,1257,62,1.0,4.0,2.0,0.078125,5.0,36.36363636363637
Private room in home,Private room,1,1.0,1.0,1.0,7.0,7.0,-22.91768801226184,-43.18249540487108,Rio de Janeiro,t,0,0,0,51,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,133,21,52,3,1.0,1.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,51.4125486,-0.0746316,London,t,13,16,16,16,1,1,1,5.0,5.0,5.0,5.0,1.0,90.0,527,90,482,28,1.0,4.0,1.0,0.8125,5.0,1.0
Entire home,Entire home/apt,8,2.0,4.0,4.0,21.0,47.0,26.03065,-80.13907,Broward County,t,22,36,66,155,73,2,0,4.86,4.85,4.75,4.64,1.76,600.0,159,26,1115,53,0.5,2.0,1.0,0.1419354838709677,4.855,41.47727272727273
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,2.0,2.0,45.47620077563883,9.173343024204668,Milan,t,16,42,71,71,3,2,0,5.0,5.0,5.0,5.0,0.13,117.0,477,81,1006,50,1.0,2.0,1.0,0.2253521126760563,5.0,23.076923076923077
Private room in bed and breakfast,Private room,2,1.0,1.0,0.0,5.0,5.0,40.60724,17.67766,Puglia,t,30,60,90,269,0,0,0,4.86,4.87,4.88,4.77,0.87,158.0,206,37,737,38,1.0,2.0,0.0,0.1115241635687732,4.855,27.85923753665689
Farm stay,Entire home/apt,4,1.0,1.0,2.0,2.0,2.0,-32.1291994957002,152.14916829206544,Mid North Coast,t,30,52,81,350,48,32,3,5.0,4.9,4.92,4.98,2.07,157.0,499,87,1601,72,1.0,4.0,2.0,0.0857142857142857,4.95,23.188405797101453
Entire condo,Entire home/apt,6,2.0,2.0,3.0,63.0,126.0,20.95064,-156.68959,Hawaii,t,10,28,42,187,12,3,0,4.42,4.33,5.0,4.5,0.14,325.0,48,9,341,25,1.0,3.0,1.5,0.053475935828877,4.375,85.71428571428571
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,40.70227,-73.90411,New York City,t,23,51,51,135,54,0,0,4.69,4.61,4.76,4.52,0.66,119.0,243,34,507,31,1.0,2.0,1.0,0.1703703703703703,4.65,81.81818181818181
Entire townhouse,Entire home/apt,4,2.0,2.0,2.0,1.0,1.0,44.8474799,-0.5452268,Bordeaux,t,28,58,84,359,3,0,0,5.0,5.0,5.0,5.0,0.1,200.0,491,74,1004,50,1.0,2.0,1.0,0.0779944289693593,5.0,30.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,4.0,9.0,40.67429,-73.94784,New York City,t,13,19,33,33,11,11,2,5.0,5.0,4.82,4.91,4.23,163.0,49,9,443,27,1.0,4.0,1.0,0.3939393939393939,5.0,2.6004728132387704
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,83.0,86.0,40.74875,-73.97736,New York City,t,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,0.03,180.0,500,77,388,24,1.0,3.0,1.0,0.0821917808219178,5.0,33.333333333333336
Private room in cottage,Private room,6,2.0,3.0,5.0,19.0,23.0,43.34837,-2.9095,Euskadi,t,30,60,90,90,4,0,0,4.5,4.5,4.5,4.5,0.04,400.0,300,47,236,16,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,4.5,100.0
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,4.0,4.0,45.48101,9.17795,Milan,t,26,54,84,321,3,0,0,4.33,5.0,4.67,4.0,0.08,125.0,484,82,611,31,1.0,2.0,1.0,0.0809968847352024,4.665,37.5
Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,2.0,3.0,36.11783,-86.74178,Nashville,t,16,34,59,329,473,31,4,4.88,4.85,4.77,4.87,4.31,136.0,218,38,594,39,0.5,2.0,1.0,0.0486322188449848,4.865,109.7447795823666
Private room in bed and breakfast,Private room,4,1.0,1.0,3.0,10.0,10.0,37.0279192,25.3729892,South Aegean,t,0,0,0,76,0,0,0,4.86,4.87,4.88,4.77,0.87,240.0,432,69,283,17,1.0,4.0,3.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,25.0,25.0,48.869089,2.3599564,Paris,t,13,29,52,321,18,18,2,4.89,4.94,4.89,4.78,4.15,264.0,426,66,444,28,1.0,3.0,1.5,0.0404984423676012,4.915,4.337349397590361
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,1.0,3.0,41.6685729,-71.27326289999999,Rhode Island,t,30,60,90,341,13,6,0,5.0,5.0,5.0,5.0,0.48,190.0,470,72,845,45,1.0,2.0,1.0,0.0879765395894428,5.0,27.083333333333336
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,4.0,4.0,13.769887831300505,100.62257397919892,Bangkok,t,5,23,53,325,47,47,2,4.91,4.89,4.47,4.91,4.34,915.0,534,97,817,42,1.0,3.0,1.0,0.0153846153846153,4.9,10.829493087557603
Entire home,Entire home/apt,10,2.0,4.0,4.0,1.0,1.0,36.82424223505545,-114.08164702355862,"Clark County, NV",t,2,13,38,298,68,26,0,4.79,4.75,4.9,4.65,2.35,257.0,483,80,1123,59,0.5,2.5,1.0,0.0067114093959731,4.77,28.936170212765955
Entire loft,Entire home/apt,3,1.0,0.0,2.0,2.0,2.0,43.77728,11.25115,Florence,t,5,12,18,212,267,48,1,4.95,5.0,4.98,4.93,2.05,84.0,259,42,513,29,1.0,2.0,1.0,0.0235849056603773,4.975,130.2439024390244
Entire home,Entire home/apt,2,1.0,1.0,1.0,1.0,2.0,41.1071,16.86518,Puglia,t,24,53,69,69,30,5,0,4.97,5.0,4.5,4.97,0.44,95.0,512,79,1012,54,1.0,2.0,1.0,0.3478260869565217,4.984999999999999,68.18181818181819
Private room in rental unit,Private room,2,0.5,1.0,1.0,3.0,3.0,40.34717986132776,-3.706705234944821,Madrid,t,0,0,0,0,24,24,0,4.67,4.75,4.42,4.83,4.47,34.0,148,26,140,10,0.5,2.0,1.0,0.0732394366197183,4.71,5.369127516778524
Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,1.0,1.0,43.31511,-1.9799,Euskadi,t,28,58,88,176,134,32,0,4.93,4.84,4.99,4.79,2.5,137.0,481,77,1226,60,1.0,2.5,2.0,0.1590909090909091,4.885,53.6
Entire home,Entire home/apt,4,1.0,2.0,2.0,2.0,2.0,-37.60525,145.273,Melbourne,t,20,50,80,80,30,7,0,4.43,4.37,4.8,4.3,1.25,103.0,428,74,1017,52,0.5,2.0,1.0,0.25,4.4,24.0
Entire guesthouse,Entire home/apt,4,1.0,2.0,3.0,1.0,1.0,54.39348,-8.5354,Ireland,t,10,10,10,155,28,28,2,5.0,5.0,4.96,5.0,6.72,121.0,424,73,936,49,0.5,2.0,1.5,0.064516129032258,5.0,4.166666666666667
Private room in home,Private room,3,1.0,1.0,2.0,5.0,5.0,51.35065603561159,-0.1063843310009122,London,t,30,60,90,365,1,1,0,3.0,4.0,4.0,3.0,0.77,65.0,54,11,163,11,1.0,3.0,2.0,0.0821917808219178,3.5,1.2987012987012987
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,25.0,33.0,48.85731160459639,2.3575947962951505,Paris,t,12,32,62,62,11,11,3,4.82,4.64,5.0,4.82,3.59,115.0,494,81,374,27,1.0,2.0,1.0,0.1935483870967742,4.73,3.064066852367688
Entire serviced apartment,Entire home/apt,7,2.0,3.0,6.0,31.0,34.0,39.471329,-0.377594,Valencia,t,20,50,78,284,42,11,0,4.33,4.5,4.88,4.26,0.97,228.0,269,52,180,15,0.6666666666666666,2.3333333333333335,2.0,0.0704225352112676,4.415,43.29896907216495
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1.0,2.0,51.48831,-0.10495,London,t,20,36,66,87,8,1,0,4.88,5.0,5.0,4.63,0.13,270.0,499,79,443,30,1.0,2.0,1.0,0.2298850574712643,4.9399999999999995,61.53846153846153
Entire home,Entire home/apt,2,1.0,1.0,1.0,135.0,219.0,37.08025924533487,25.25385924202203,South Aegean,t,29,59,89,364,3,1,0,4.67,4.33,4.0,3.33,0.18,46.0,248,43,349,22,1.0,2.0,1.0,0.0796703296703296,4.5,16.666666666666668
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,4.0,6.0,32.721153,-117.156204,San Diego,t,26,56,86,87,237,35,0,4.75,4.84,4.79,4.65,5.58,104.0,185,30,532,32,1.0,2.0,1.0,0.2988505747126437,4.795,42.47311827956989
Private room in home,Private room,2,1.5,1.0,2.0,2.0,2.0,51.45485134586305,-0.1971213055352398,London,t,0,0,17,237,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,499,87,802,45,1.5,2.0,2.0,0.0,4.855,27.85923753665689
Room in hotel,Hotel room,2,1.0,1.0,1.0,3049.0,5928.0,40.76055,-73.98636,New York City,t,30,60,90,336,27,26,1,4.19,4.26,4.93,4.3,2.14,237.0,401,69,344,21,1.0,2.0,1.0,0.0892857142857142,4.225,12.61682242990654
Entire home,Entire home/apt,6,2.0,4.0,4.0,1.0,2.0,53.2629132,-9.0753845,Ireland,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,515,79,63,5,0.5,1.5,1.0,0.0821917808219178,4.855,27.85923753665689
Entire guest suite,Entire home/apt,12,3.0,5.0,9.0,1.0,1.0,41.81914,3.05509,Girona,t,29,59,89,269,14,0,0,4.86,5.0,4.5,4.79,0.12,609.0,271,35,853,46,0.6,2.4,1.8,0.1078066914498141,4.93,116.66666666666669
Entire home,Entire home/apt,6,1.5,4.0,4.0,38.0,42.0,43.1388,-77.58148,Rochester,t,23,53,75,332,89,39,2,4.91,4.85,4.87,4.87,2.92,142.0,513,91,945,53,0.375,1.5,1.0,0.0692771084337349,4.88,30.47945205479452
