property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Entire home,Entire home/apt,6,2.0,3.0,5.0,1.0,1.0,42.01986,3.00945,Girona,t,29,59,89,364,22,4,0,4.95,5.0,5.0,4.73,0.17,150.0,191,33,735,46,0.6666666666666666,2.0,1.6666666666666667,0.0796703296703296,4.975,129.41176470588235
Entire townhouse,Entire home/apt,6,1.0,2.0,5.0,1.0,1.0,35.36838,24.59874,Crete,t,0,0,0,108,7,1,0,5.0,4.86,5.0,4.86,0.34,79.0,173,32,1486,69,0.5,3.0,2.5,0.0,4.93,20.588235294117645
Private room in home,Private room,2,1.5,1.0,1.0,5.0,5.0,32.7908013534353,-96.85141827262254,Dallas,t,30,59,87,293,3,3,2,4.67,5.0,4.33,4.33,1.15,81.0,493,77,1104,56,1.5,2.0,1.0,0.1023890784982935,4.835,2.608695652173913
Private room in rental unit,Private room,2,1.0,1.0,1.0,14.0,14.0,45.4455146,12.3214383,Venice,t,19,38,63,334,5,0,0,3.8,4.2,5.0,3.6,0.21,87.0,15,3,247,17,1.0,2.0,1.0,0.0568862275449101,4.0,23.80952380952381
Camper/RV,Entire home/apt,4,1.0,2.0,4.0,2.0,2.0,47.4691991,-64.8761712,New Brunswick,t,0,0,13,183,3,3,0,4.67,4.33,4.33,4.33,0.59,160.0,462,84,1000,49,0.5,2.0,2.0,0.0,4.5,5.084745762711865
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4354.0,5758.0,40.74536,-73.98829,New York City,t,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,334.0,468,71,692,41,1.0,2.0,1.0,0.0771349862258953,4.855,27.85923753665689
Entire cottage,Entire home/apt,4,2.0,3.0,4.0,1.0,1.0,39.7821,2.74087,Mallorca,t,12,17,30,232,31,8,0,4.55,4.32,4.9,4.71,0.69,108.0,380,62,596,34,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0517241379310344,4.4350000000000005,44.92753623188406
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,367.0,367.0,38.6975682,-9.4439638,Lisbon,t,0,26,56,331,0,0,0,4.86,4.87,4.88,4.77,0.87,146.0,264,40,413,28,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,8,2.0,3.0,7.0,15.0,15.0,-33.87461862656004,151.20518281364667,Sydney,t,12,33,63,306,6,6,1,4.67,4.33,5.0,4.0,0.87,529.0,513,71,599,37,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.0392156862745098,4.5,6.8965517241379315
Entire home,Entire home/apt,13,3.0,5.0,7.0,2.0,4.0,25.99163,-80.22942,Broward County,t,15,37,64,192,8,2,0,4.25,4.0,4.0,4.0,0.36,400.0,454,80,276,16,0.6,2.6,1.4,0.078125,4.125,22.22222222222222
Entire home,Entire home/apt,4,1.0,3.0,3.0,1.0,2.0,53.82909,-9.60737,Ireland,t,26,56,84,258,16,16,0,5.0,4.81,4.94,4.81,2.16,200.0,508,75,892,54,0.3333333333333333,1.3333333333333333,1.0,0.1007751937984496,4.904999999999999,7.4074074074074066
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,3.0,6.0,48.87962,2.39554,Paris,t,30,60,90,90,1,0,0,5.0,5.0,5.0,5.0,0.07,70.0,464,82,101,7,1.0,2.0,1.0,0.3333333333333333,5.0,14.285714285714285
Entire villa,Entire home/apt,6,3.0,3.0,4.0,1.0,2.0,39.97222,18.28936,Puglia,t,30,60,90,177,13,7,0,4.85,5.0,4.92,4.77,0.64,320.0,346,63,1146,61,1.0,2.0,1.3333333333333333,0.1694915254237288,4.925,20.3125
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,21.0,21.0,50.85216,4.35343,Brussels,t,13,28,44,287,32,0,0,4.66,4.72,4.84,4.56,0.78,181.0,524,88,384,26,1.0,4.0,1.0,0.0452961672473867,4.6899999999999995,41.02564102564102
Entire villa,Entire home/apt,7,2.0,3.0,4.0,2.0,2.0,40.47930945980797,16.842555355381545,Puglia,t,29,59,89,364,2,1,0,5.0,5.0,4.0,4.5,0.12,120.0,484,85,923,49,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.0796703296703296,5.0,16.666666666666668
Entire condo,Entire home/apt,4,1.0,1.0,3.0,1.0,1.0,45.50155,9.10644,Milan,t,22,45,71,302,0,0,0,4.86,4.87,4.88,4.77,0.87,88.0,276,47,747,43,1.0,4.0,3.0,0.0728476821192053,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,56.9647003,24.127324,Riga,t,28,58,88,316,11,11,2,4.64,4.73,4.36,4.73,1.86,51.0,439,59,525,31,1.0,4.0,2.0,0.0886075949367088,4.6850000000000005,5.913978494623656
Entire loft,Entire home/apt,4,1.0,1.0,3.0,3.0,5.0,-22.96337,-43.21864,Rio de Janeiro,t,24,54,77,352,55,7,0,4.6,4.44,4.95,4.56,0.42,195.0,245,37,192,14,1.0,4.0,3.0,0.0681818181818181,4.52,130.95238095238096
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,40.3360603,18.1652694,Puglia,t,29,31,31,251,19,15,2,5.0,5.0,5.0,5.0,1.13,60.0,449,67,1152,60,0.5,2.0,1.0,0.1155378486055776,5.0,16.8141592920354
Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,48.17084,11.60184,Munich,t,13,16,34,129,218,43,3,4.92,4.89,4.86,4.8,2.35,129.0,432,82,843,43,1.0,2.0,1.0,0.1007751937984496,4.904999999999999,92.76595744680851
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,8.0,43.61398,-79.50741,Toronto,t,17,47,77,351,13,2,0,4.92,4.77,4.92,4.77,0.37,75.0,481,78,707,35,1.0,2.0,1.0,0.0484330484330484,4.845,35.13513513513514
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,36.0,39.0,43.7685391,11.2612688,Florence,t,20,34,60,321,0,0,0,4.86,4.87,4.88,4.77,0.87,104.0,388,62,758,42,1.0,2.0,1.0,0.0623052959501557,4.855,27.85923753665689
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,9.0,11.0,-22.94264,-43.19155,Rio de Janeiro,t,20,26,45,45,13,3,0,5.0,4.92,5.0,5.0,0.46,900.0,323,57,585,30,1.0,2.5,1.5,0.4444444444444444,4.96,28.26086956521739
Entire home,Entire home/apt,4,2.0,2.0,3.0,1.0,1.0,38.99867,-9.33288,Lisbon,t,30,60,90,245,11,8,0,5.0,5.0,4.91,5.0,0.73,65.0,293,56,1162,61,1.0,2.0,1.5,0.1224489795918367,5.0,15.068493150684931
Entire home,Entire home/apt,4,1.5,2.0,2.0,1.0,1.0,41.8268,2.89308,Girona,missing,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,93.0,0,0,124,8,0.75,2.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10.0,11.0,51.55765,0.06627,London,t,24,54,84,264,0,0,0,4.86,4.87,4.88,4.77,0.87,98.0,245,48,271,17,1.0,2.0,1.0,0.0909090909090909,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,52.38345,4.85227,Amsterdam,t,17,22,22,22,0,0,0,4.86,4.87,4.88,4.77,0.87,144.0,509,83,72,5,1.0,2.0,1.0,0.7727272727272727,4.855,27.85923753665689
Entire home,Entire home/apt,3,1.0,1.0,1.0,3.0,3.0,37.75864,24.94632,South Aegean,t,0,0,0,234,33,2,0,4.91,4.91,4.82,4.91,0.42,70.0,513,82,399,23,1.0,3.0,1.0,0.0,4.91,78.57142857142857
Entire home,Entire home/apt,8,2.5,3.0,3.0,49.0,64.0,34.14642329051049,-118.23263418650151,Los Angeles,t,17,47,72,162,0,0,0,4.86,4.87,4.88,4.77,0.87,196.0,428,63,697,42,0.8333333333333334,2.6666666666666665,1.0,0.1049382716049382,4.855,27.85923753665689
Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,1.0,1.0,34.0596,-118.29962,Los Angeles,t,30,60,90,364,0,0,0,4.86,4.87,4.88,4.77,0.87,136.0,489,84,155,9,1.0,5.0,1.0,0.0824175824175824,4.855,27.85923753665689
Entire home,Entire home/apt,8,2.0,3.0,5.0,3.0,4.0,20.75776,-155.98736,Hawaii,t,6,12,15,233,201,25,3,4.92,4.92,4.96,4.64,2.52,474.0,375,73,1220,66,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.0257510729613733,4.92,79.76190476190476
Private room in rental unit,Private room,1,1.0,1.0,1.0,2.0,2.0,38.707194,-9.189794,Lisbon,t,30,60,90,365,55,28,1,4.95,4.91,4.64,4.89,2.46,29.0,397,67,355,19,1.0,1.0,1.0,0.0821917808219178,4.93,22.357723577235777
Private room in home,Private room,4,1.0,2.0,2.0,15.0,29.0,39.71859,-104.99709,Denver,t,22,52,82,98,32,14,0,4.84,4.97,4.75,4.81,1.18,10.0,510,84,1577,75,0.5,2.0,1.0,0.2244897959183673,4.904999999999999,27.118644067796613
Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,5.0,6.0,38.70881,-9.15358,Lisbon,t,9,21,36,253,1,0,0,5.0,5.0,5.0,5.0,0.03,357.0,519,83,1104,53,1.0,3.0,1.5,0.0355731225296442,5.0,33.333333333333336
Cycladic home,Entire home/apt,5,2.0,2.0,2.0,9.0,9.0,36.46074,25.37345,South Aegean,t,20,50,77,290,22,7,0,4.95,5.0,5.0,4.73,0.42,540.0,316,49,286,20,1.0,2.5,1.0,0.0689655172413793,4.975,52.38095238095238
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,14.0,17.0,-27.48201,153.02699,Brisbane,t,3,3,3,201,61,5,0,4.39,4.38,5.0,4.48,0.86,182.0,494,83,426,31,1.0,2.0,1.0,0.0149253731343283,4.385,70.93023255813954
Entire condo,Entire home/apt,2,1.0,1.0,1.0,7.0,18.0,53.48865,-2.34004,Greater Manchester,t,19,41,71,161,42,8,2,4.86,4.83,4.79,4.71,1.2,60.0,496,81,762,44,1.0,2.0,1.0,0.1180124223602484,4.845000000000001,35.0
Entire home,Entire home/apt,4,2.0,2.0,2.0,5.0,8.0,53.3411243,-6.2730407,Dublin,t,17,29,48,97,90,50,1,4.61,4.41,4.91,4.4,4.46,180.0,442,65,581,34,1.0,2.0,1.0,0.1752577319587628,4.51,20.179372197309416
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,3.0,5.0,45.53995,-73.62166,Montreal,t,2,2,2,2,18,5,0,4.89,4.67,4.94,4.78,0.32,99.0,317,51,721,44,0.5,2.0,1.0,1.0,4.779999999999999,56.25
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,53.2907380031427,-6.188666454362644,Ireland,t,10,31,31,173,1,1,0,5.0,5.0,5.0,5.0,0.34,100.0,495,82,121,8,1.0,2.0,1.0,0.0578034682080924,5.0,2.941176470588235
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,61.0,69.0,51.52005,-0.13699,London,t,10,40,67,228,12,9,2,4.58,4.67,4.83,4.5,0.89,150.0,70,11,297,21,1.0,2.0,1.0,0.043859649122807,4.625,13.48314606741573
Entire condo,Entire home/apt,4,2.0,2.0,3.0,1.0,1.0,48.83194,2.28166,Paris,t,19,41,55,330,36,18,2,4.78,4.58,4.83,4.61,1.44,220.0,84,16,935,51,1.0,2.0,1.5,0.0575757575757575,4.68,25.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,5.0,7.0,19.42120551844028,-99.15169254956542,Mexico City,t,1,25,55,234,109,71,6,4.83,4.71,4.74,4.82,6.53,300.0,472,75,963,53,2.0,2.0,1.0,0.0042735042735042,4.77,16.69218989280245
Entire rental unit,Entire home/apt,6,1.5,1.0,3.0,23.0,23.0,48.8437929,2.3061601,Paris,t,26,56,86,361,18,17,0,4.83,4.67,4.83,4.61,1.26,173.0,399,64,857,43,1.5,6.0,3.0,0.0720221606648199,4.75,14.285714285714286
Entire condo,Entire home/apt,4,1.0,1.0,1.0,20.0,20.0,20.96041,-156.68324,Hawaii,t,3,10,24,148,76,17,1,4.83,4.76,4.95,4.79,1.65,309.0,146,26,725,41,1.0,4.0,1.0,0.0202702702702702,4.795,46.06060606060606
Entire loft,Entire home/apt,2,1.0,1.0,1.0,5.0,6.0,36.71667,14.78461,Sicily,t,29,59,89,364,5,0,0,4.2,4.6,4.8,4.2,0.06,78.0,517,81,329,21,1.0,2.0,1.0,0.0796703296703296,4.4,83.33333333333334
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,7.0,16.0,39.472787778630746,-0.3807741031050682,Valencia,t,3,3,22,102,2,2,0,4.5,5.0,4.0,5.0,0.26,80.0,390,67,628,37,1.0,4.0,2.0,0.0294117647058823,4.75,7.692307692307692
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,29.966419219970703,-90.06938934326172,New Orleans,t,28,58,83,172,329,4,0,4.94,4.88,4.86,4.9,2.29,400.0,415,74,994,54,1.0,2.0,1.0,0.1627906976744186,4.91,143.66812227074234
Private room in home,Private room,2,1.0,1.0,1.0,6.0,8.0,34.05828,-118.31072,Los Angeles,t,30,60,89,89,111,0,0,4.79,4.69,4.91,4.85,0.94,77.0,125,22,724,43,1.0,2.0,1.0,0.3370786516853932,4.74,118.08510638297874
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,28.0,48.0,51.5253721,-0.1260644,London,t,5,31,61,294,110,97,10,4.69,4.61,4.84,4.37,7.73,95.0,487,75,360,21,1.0,2.0,1.0,0.0170068027210884,4.65,14.230271668822768
Private room in rental unit,Private room,2,1.0,1.0,1.0,5.0,5.0,51.562,0.16096,London,t,0,6,36,36,71,2,0,4.82,4.9,4.75,4.86,0.72,41.0,496,82,792,42,1.0,2.0,1.0,0.0,4.86,98.61111111111111
Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,58.0,68.0,1.2968857358220012,103.83939430150129,Singapore,t,25,51,81,171,1,1,1,4.0,4.0,5.0,5.0,1.0,214.0,356,54,364,25,1.0,4.0,1.0,0.1461988304093567,4.0,1.0
Private room in home,Private room,2,1.5,2.0,3.0,1.0,1.0,42.1503123,2.9939528,Girona,t,0,0,30,30,0,0,0,4.86,4.87,4.88,4.77,0.87,120.0,116,21,508,29,0.75,1.0,1.5,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,4.0,40.40961,-3.69711,Madrid,t,6,14,44,44,423,24,6,4.59,4.57,4.92,4.61,3.58,62.0,106,17,545,34,1.0,2.0,1.0,0.1363636363636363,4.58,118.15642458100558
Entire home,Entire home/apt,4,2.0,2.0,3.0,1.0,1.0,-38.3881,142.23236,"Barwon South West, Vic",t,3,10,13,89,136,19,0,4.97,4.89,4.97,4.93,1.65,220.0,491,92,661,40,1.0,2.0,1.5,0.0337078651685393,4.93,82.42424242424242
Entire villa,Entire home/apt,8,2.0,4.0,4.0,1.0,1.0,35.51404,23.93603,Crete,t,30,60,90,307,5,3,0,5.0,5.0,5.0,5.0,0.28,143.0,320,54,1211,63,0.5,2.0,1.0,0.0977198697068403,5.0,17.857142857142854
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,54.2702,-8.48117,Ireland,t,13,43,68,87,91,33,1,4.84,4.82,4.93,4.73,3.23,99.0,309,53,659,36,1.0,2.0,1.0,0.1494252873563218,4.83,28.173374613003094
Private room in townhouse,Private room,2,1.0,1.0,1.0,2.0,3.0,40.68445,-73.90974,New York City,t,17,41,68,69,30,26,0,4.9,4.8,4.67,4.7,1.99,126.0,530,82,734,43,1.0,2.0,1.0,0.2463768115942029,4.85,15.075376884422113
Entire home,Entire home/apt,4,2.0,2.0,2.0,3.0,7.0,37.56587545545794,-122.30036330637849,San Mateo County,t,22,52,80,354,19,10,0,4.89,5.0,4.74,4.79,0.92,218.0,473,81,636,37,1.0,2.0,1.0,0.0621468926553672,4.945,20.652173913043477
Entire condo,Entire home/apt,2,1.0,1.0,1.0,6.0,8.0,51.519,-0.21081,London,t,0,0,25,77,21,12,0,4.95,4.95,4.95,4.81,1.11,188.0,479,79,1043,54,1.0,2.0,1.0,0.0,4.95,18.918918918918916
Cycladic home,Entire home/apt,2,1.0,1.0,2.0,8.0,8.0,36.37502,25.43008,South Aegean,t,0,0,0,230,137,48,0,4.72,4.89,4.63,4.64,3.19,50.0,206,34,233,16,1.0,2.0,1.0,0.0,4.805,42.94670846394985
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,4.0,52.50661434726859,13.346796697846278,Berlin,t,7,7,7,26,0,0,0,4.86,4.87,4.88,4.77,0.87,124.0,294,45,108,7,1.0,2.0,1.0,0.2692307692307692,4.855,27.85923753665689
Entire home,Entire home/apt,7,1.5,3.0,5.0,6.0,9.0,20.22151,-155.75085,Hawaii,t,5,11,41,270,26,14,2,5.0,5.0,5.0,4.96,1.29,451.0,524,85,1522,73,0.5,2.3333333333333335,1.6666666666666667,0.0185185185185185,5.0,20.155038759689923
Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,138.0,145.0,48.88451,2.29231,Paris,t,0,0,0,150,0,0,0,4.86,4.87,4.88,4.77,0.87,330.0,1000,158,196,15,1.5,4.0,2.0,0.0,4.855,27.85923753665689
Entire condo,Entire home/apt,6,2.0,2.0,2.0,292.0,351.0,20.95954,-156.68441,Hawaii,t,0,0,0,38,3,0,0,4.67,4.67,4.33,4.0,0.09,569.0,83,11,1107,56,1.0,3.0,1.0,0.0,4.67,33.333333333333336
Entire rental unit,Entire home/apt,4,0.0,1.0,2.0,3.0,6.0,-37.79708044223367,144.94955113856943,Melbourne,t,21,40,70,345,41,4,0,4.88,4.76,4.93,4.9,0.55,139.0,499,82,682,40,0.0,4.0,2.0,0.0608695652173913,4.82,74.54545454545453
Private room in home,Private room,3,1.0,1.0,3.0,7.0,7.0,19.3132,-99.14246,Mexico City,t,0,24,54,329,43,0,0,4.98,4.98,4.88,4.98,0.83,650.0,482,70,494,31,1.0,3.0,3.0,0.0,4.98,51.807228915662655
Private room in rental unit,Private room,1,1.0,1.0,1.0,90.0,129.0,22.27821023202526,114.17904365610372,Hong Kong,t,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,0.09,217.0,497,94,572,33,1.0,1.0,1.0,0.0821917808219178,5.0,11.11111111111111
Entire home,Entire home/apt,6,1.0,2.0,5.0,1.0,1.0,32.75994,-117.2489,San Diego,t,13,26,43,255,446,41,2,4.88,4.85,4.95,4.87,3.1,299.0,284,49,1492,70,0.5,3.0,2.5,0.0509803921568627,4.865,143.8709677419355
Private room in home,Private room,1,1.0,1.0,1.0,3.0,4.0,53.27741,-6.24773,Dublin,t,8,38,66,156,246,24,1,4.97,4.95,4.89,4.89,2.76,71.0,386,74,422,25,1.0,1.0,1.0,0.0512820512820512,4.96,89.1304347826087
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,47.0,62.0,48.832776,2.3592983,Paris,t,10,17,37,37,5,5,5,4.6,4.4,4.6,4.8,5.0,90.0,444,72,484,28,1.0,2.0,1.0,0.2702702702702703,4.5,1.0
Entire home,Entire home/apt,8,3.5,4.0,4.0,1.0,4.0,39.53601,2.39369,Mallorca,t,30,46,62,268,62,16,1,4.95,4.82,4.92,4.71,0.89,780.0,466,87,1353,71,0.875,2.0,1.0,0.1119402985074626,4.885,69.66292134831461
Private room in townhouse,Private room,3,1.0,2.0,1.0,1.0,1.0,48.82602,2.37264,Paris,t,7,34,46,247,429,43,1,4.85,4.89,4.64,4.86,2.84,90.0,0,0,479,26,0.5,1.5,0.5,0.0283400809716599,4.869999999999999,151.05633802816902
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,16.0,20.0,38.7199487,-9.1645582,Lisbon,t,7,28,58,84,11,11,1,4.73,4.73,4.73,4.64,1.69,46.0,370,60,481,28,1.0,2.0,1.0,0.0833333333333333,4.73,6.508875739644971
Private room in nature lodge,Private room,2,1.0,1.0,1.0,5.0,7.0,22.2569,113.85809,Hong Kong,t,30,60,90,90,43,3,0,4.56,4.6,4.74,4.23,0.43,855.0,188,36,210,14,1.0,2.0,1.0,0.3333333333333333,4.58,100.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,45.0,49.0,37.9709840965968,23.70789936514054,Athens,t,17,42,72,331,22,13,2,5.0,4.86,4.82,5.0,1.24,98.0,94,18,799,42,0.5,2.0,1.0,0.0513595166163142,4.93,17.741935483870968
Entire condo,Entire home/apt,2,1.0,1.0,1.0,3.0,3.0,45.48409,9.21432,Milan,t,15,36,60,142,27,27,3,4.93,4.93,4.81,4.89,2.23,66.0,310,54,644,37,1.0,2.0,1.0,0.1056338028169014,4.93,12.10762331838565
Private room in farm stay,Private room,2,1.0,1.0,2.0,5.0,5.0,37.61787,13.73343,Sicily,t,4,4,19,144,0,0,0,4.86,4.87,4.88,4.77,0.87,52.0,452,68,245,14,1.0,2.0,2.0,0.0277777777777777,4.855,27.85923753665689
Entire home,Entire home/apt,10,2.0,5.0,5.0,549.0,1040.0,-38.54787,143.97756,"Barwon South West, Vic",t,10,25,55,246,6,0,0,4.67,4.33,4.5,4.5,0.08,480.0,164,28,279,21,0.4,2.0,1.0,0.040650406504065,4.5,75.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,34.179705524874315,-118.35412620081291,Los Angeles,f,0,30,60,335,5,0,0,5.0,5.0,5.0,5.0,0.26,179.0,493,81,1525,74,0.5,2.0,1.0,0.0,5.0,19.23076923076923
Private room in home,Private room,2,1.0,1.0,3.0,3.0,8.0,33.96822,-118.3039,Los Angeles,t,30,60,90,180,3,0,0,5.0,5.0,5.0,5.0,0.04,42.0,228,34,215,16,1.0,2.0,3.0,0.1666666666666666,5.0,75.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,2.0,55.6988766,12.5525019,Copenhagen,t,22,52,82,232,79,75,1,4.73,4.73,4.81,4.57,5.91,790.0,519,80,435,27,1.0,2.0,2.0,0.0948275862068965,4.73,13.367174280879864
Entire home,Entire home/apt,7,2.0,3.0,4.0,1.0,1.0,-42.86833,147.3158,Tasmania,t,12,19,41,247,101,15,0,4.91,4.83,4.88,4.87,1.3,319.0,0,0,366,22,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.048582995951417,4.87,77.6923076923077
Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,3.0,5.0,36.78592,14.54496,Sicily,t,30,60,90,298,94,10,0,4.72,4.81,4.68,4.66,0.74,992.0,469,81,1017,52,0.5,2.0,1.5,0.1006711409395973,4.765,127.02702702702705
Private room in home,Private room,1,1.0,1.0,1.0,4.0,5.0,-33.78554,151.09386,Sydney,t,12,32,62,150,3,3,0,5.0,5.0,5.0,5.0,0.43,60.0,500,82,197,11,1.0,1.0,1.0,0.08,5.0,6.976744186046512
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,1.0,2.0,35.90188,14.5155,Malta,t,11,37,63,167,30,30,4,4.77,4.7,5.0,4.7,4.23,111.0,315,53,594,35,0.5,1.5,1.0,0.0658682634730539,4.734999999999999,7.092198581560283
Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,3.0,3.0,-37.88009,145.36363,Melbourne,t,30,60,90,365,142,11,1,4.76,4.91,4.96,4.59,1.37,202.0,500,76,802,44,0.5,1.0,1.0,0.0821917808219178,4.835,103.64963503649636
Entire rental unit,Entire home/apt,2,2.0,1.0,2.0,1.0,1.0,45.47707569013778,12.228661961853504,Venice,t,18,26,34,34,90,61,1,4.91,4.86,4.83,4.86,4.4,71.0,288,46,802,44,2.0,2.0,2.0,0.5294117647058824,4.885,20.454545454545453
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,485.0,763.0,35.95029084726687,14.412447766131583,Malta,t,30,60,90,364,0,0,0,4.86,4.87,4.88,4.77,0.87,76.0,477,72,676,42,0.5,2.0,1.0,0.0824175824175824,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,45.0,51.49738,-0.09884,London,t,0,21,51,326,0,0,0,4.86,4.87,4.88,4.77,0.87,260.0,186,31,390,26,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,4.0,42.06158,3.04474,Girona,t,27,57,87,87,37,11,0,4.92,4.92,4.92,4.86,0.7,100.0,445,66,873,47,1.0,2.0,1.0,0.3103448275862069,4.92,52.85714285714286
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,4.0,5.0,21.67945,-158.03604,Hawaii,t,4,13,31,269,151,19,0,4.58,4.56,4.91,4.47,1.51,288.0,189,30,756,43,1.0,3.0,2.0,0.0148698884758364,4.57,100.0
Private room in home,Private room,1,1.0,1.0,1.0,1.0,1.0,51.626862078697066,-0.2748529163841104,London,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,75.0,224,34,188,11,1.0,1.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,3.0,3.0,37.96355,23.71944,Athens,t,30,60,66,95,53,13,1,4.98,4.98,4.98,4.91,0.87,66.0,419,76,768,43,1.0,3.0,1.0,0.3157894736842105,4.98,60.91954022988506
Entire guest suite,Entire home/apt,2,1.0,0.0,1.0,1.0,1.0,48.37835693359375,-123.9181137084961,Victoria,t,26,56,80,150,108,21,0,5.0,5.0,4.98,4.91,2.1,255.0,467,81,1361,68,1.0,2.0,1.0,0.1733333333333333,5.0,51.42857142857142
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,47.690811403214944,-122.38970752853704,Seattle,t,13,43,72,72,65,49,0,4.86,4.95,4.74,4.78,4.08,71.0,484,72,903,49,1.0,2.0,1.0,0.1805555555555555,4.905,15.931372549019608
Private room in rental unit,Private room,1,1.0,1.0,1.0,54.0,54.0,43.71908448078326,-79.42866918651488,Toronto,t,29,59,89,364,1,0,0,5.0,5.0,5.0,5.0,0.07,57.0,370,55,799,42,1.0,1.0,1.0,0.0796703296703296,5.0,14.285714285714285
Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,8.0,8.0,52.517,13.41995,Berlin,t,23,53,83,194,81,13,2,4.68,4.81,4.72,4.54,1.16,151.0,461,76,354,24,0.5,3.0,2.0,0.1185567010309278,4.744999999999999,69.82758620689656
Private room in rental unit,Private room,2,1.0,1.0,1.0,294.0,420.0,22.28369,114.15338,Hong Kong,t,13,43,73,348,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,449,85,2,1,1.0,2.0,1.0,0.0373563218390804,4.855,27.85923753665689
Private room in townhouse,Private room,2,1.0,1.0,1.0,25.0,46.0,51.49449,-0.04171,London,t,8,38,68,68,7,4,0,4.57,4.57,4.86,4.71,0.13,50.0,470,76,627,38,1.0,2.0,1.0,0.1176470588235294,4.57,53.84615384615385
Private room in home,Private room,1,1.5,1.0,1.0,2.0,2.0,45.12557861307963,-93.219919374912,Twin Cities MSA,t,9,24,54,328,4,4,1,5.0,5.0,4.75,5.0,0.83,52.0,455,73,699,41,1.5,1.0,1.0,0.0274390243902439,5.0,4.819277108433735
