property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Private room in home,Private room,1,1.0,2.0,1.0,within a day,50%,False,1.0,2.0,-37.751,145.05238,True,21,51,81,82,1,1,0,5.0,5.0,5.0,5.0,0.24,99.0,0.5,44,2241.0,301,0.7,133.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,46.0,55.0,40.72792,-74.06601,True,30,60,89,89,20,5,0,4.65,4.65,4.3,4.3,0.5,67.0,2.0,39,4281.0,275,1.0,165.0
Entire cabin,Entire home/apt,5,1.0,2.0,3.0,missing,missing,False,1.0,1.0,45.14947,-66.98453,True,0,0,1,90,38,3,0,4.89,4.61,4.97,4.84,0.56,200.0,1.5,60,3226.0,443,0.0,225.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,4.0,4.0,41.13805,-8.60799,True,6,6,6,6,158,78,4,4.89,4.84,4.93,4.8,4.91,61.0,2.0,39,968.0,456,0.2,18.0
Private room in home,Private room,1,6.0,1.0,1.0,within a few hours,93%,False,12.0,14.0,41.2346241,-8.5884877,True,6,36,66,183,1,1,0,5.0,5.0,5.0,4.0,0.14,39.0,1.0,10,3665.0,270,0.2,218.0
Private room in tent,Private room,6,1.5,1.0,2.0,within a few hours,100%,False,1.0,1.0,37.03486,15.05437,True,22,52,82,352,2,2,0,4.5,5.0,5.0,5.0,0.71,18.0,2.0,28,964.0,537,0.7333333333333333,145.0
Entire loft,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,9.0,16.0,37.322028,-121.947833,True,0,0,0,110,36,0,0,4.97,4.97,5.0,4.72,0.53,179.0,1.5,55,3339.0,226,0.0,1055.0
Entire home,Entire home/apt,6,2.0,3.0,3.0,missing,missing,False,1.0,1.0,-28.68555,153.60135,True,1,1,1,1,0,0,0,4.86,4.87,4.88,4.77,0.87,742.0,1.0,28,3432.0,439,0.0333333333333333,unknown
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,within a few hours,100%,True,3.0,4.0,38.88647,-76.95907,True,0,0,0,249,4,0,0,4.75,4.5,4.0,4.5,0.14,54.0,1.0,40,3314.0,79,0.0,596.0
Entire home,Entire home/apt,6,1.0,2.0,4.0,within an hour,100%,False,1.0,1.0,26.3007346,-80.11381770000001,True,0,23,53,328,0,0,0,4.86,4.87,4.88,4.77,0.87,168.0,2.0,9,2391.0,289,0.0,unknown
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,within a few hours,100%,False,2.0,5.0,22.28457,114.15375,True,1,2,16,169,103,19,1,4.73,4.7,4.89,4.69,0.7,960.0,1.0,41,4403.0,381,0.0333333333333333,19.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,24.0,25.0,34.04079,-118.46588,True,0,0,0,154,34,3,0,4.82,4.52,4.8,4.64,0.39,282.0,1.0,49,4413.0,1000,0.0,134.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,17.0,21.0,40.43853436800919,-3.699600023861088,True,12,42,72,73,10,10,3,4.4,4.7,4.6,3.8,1.75,110.0,1.0,37,4766.0,492,0.4,13.0
Entire home,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,False,1.0,1.0,-41.3865787,146.1751553,True,11,27,55,224,83,52,11,4.93,4.9,4.9,4.93,3.6,157.0,1.5,41,701.0,420,0.3666666666666666,16.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,21.0,22.0,41.69708,2.8367,True,5,10,37,64,4,2,0,5.0,5.0,5.0,5.0,0.11,95.0,2.0,62,2369.0,437,0.1666666666666666,235.0
Private room in home,Private room,1,1.0,1.0,1.0,within an hour,100%,True,7.0,7.0,-22.91768801226184,-43.18249540487108,True,0,0,0,51,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,1.0,3,1207.0,133,0.0,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,51.4125486,-0.0746316,True,13,16,16,16,1,1,1,5.0,5.0,5.0,5.0,1.0,90.0,1.0,28,2175.0,527,0.4333333333333333,96.0
Entire home,Entire home/apt,8,2.0,4.0,4.0,within an hour,100%,True,21.0,47.0,26.03065,-80.13907,True,22,36,66,155,73,2,0,4.86,4.85,4.75,4.64,1.76,600.0,1.0,53,3645.0,159,0.7333333333333333,110.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,2.0,2.0,45.47620077563883,9.173343024204668,True,16,42,71,71,3,2,0,5.0,5.0,5.0,5.0,0.13,117.0,unknown,50,3563.0,477,0.5333333333333333,178.0
Private room in bed and breakfast,Private room,2,1.0,1.0,0.0,missing,missing,False,5.0,5.0,40.60724,17.67766,True,30,60,90,269,0,0,0,4.86,4.87,4.88,4.77,0.87,158.0,0.0,38,336.0,206,1.0,unknown
Farm stay,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,2.0,2.0,-32.1291994957002,152.14916829206544,True,30,52,81,350,48,32,3,5.0,4.9,4.92,4.98,2.07,157.0,2.0,72,2784.0,499,1.0,25.0
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,False,63.0,126.0,20.95064,-156.68959,True,10,28,42,187,12,3,0,4.42,4.33,5.0,4.5,0.14,325.0,1.5,25,2929.0,48,0.3333333333333333,74.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,2.0,2.0,40.70227,-73.90411,True,23,51,51,135,54,0,0,4.69,4.61,4.76,4.52,0.66,119.0,1.0,31,3346.0,243,0.7666666666666667,823.0
Entire townhouse,Entire home/apt,4,2.0,2.0,2.0,within a day,100%,False,1.0,1.0,44.8474799,-0.5452268,True,28,58,84,359,3,0,0,5.0,5.0,5.0,5.0,0.1,200.0,1.0,50,2530.0,491,0.9333333333333332,542.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,98%,True,4.0,9.0,40.67429,-73.94784,True,13,19,33,33,11,11,2,5.0,5.0,4.82,4.91,4.23,163.0,1.0,27,849.0,49,0.4333333333333333,15.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within a few hours,80%,False,83.0,86.0,40.74875,-73.97736,True,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,0.03,180.0,1.0,24,2915.0,500,1.0,1018.0
Private room in cottage,Private room,6,2.0,3.0,5.0,missing,missing,False,19.0,23.0,43.34837,-2.9095,True,30,60,90,90,4,0,0,4.5,4.5,4.5,4.5,0.04,400.0,1.6666666666666667,16,3443.0,300,1.0,2714.0
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,within a day,100%,False,4.0,4.0,45.48101,9.17795,True,26,54,84,321,3,0,0,4.33,5.0,4.67,4.0,0.08,125.0,unknown,31,3194.0,484,0.8666666666666667,914.0
Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,2.0,3.0,36.11783,-86.74178,True,16,34,59,329,473,31,4,4.88,4.85,4.77,4.87,4.31,136.0,1.0,39,3374.0,218,0.5333333333333333,15.0
Private room in bed and breakfast,Private room,4,1.0,1.0,3.0,missing,missing,False,10.0,10.0,37.0279192,25.3729892,True,0,0,0,76,0,0,0,4.86,4.87,4.88,4.77,0.87,240.0,3.0,17,2954.0,432,0.0,unknown
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,True,25.0,25.0,48.869089,2.3599564,True,13,29,52,321,18,18,2,4.89,4.94,4.89,4.78,4.15,264.0,1.5,28,474.0,426,0.4333333333333333,102.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,3.0,41.6685729,-71.27326289999999,True,30,60,90,341,13,6,0,5.0,5.0,5.0,5.0,0.48,190.0,1.0,45,3764.0,470,1.0,152.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,True,4.0,4.0,13.769887831300505,100.62257397919892,True,5,23,53,325,47,47,2,4.91,4.89,4.47,4.91,4.34,915.0,1.0,42,4432.0,534,0.1666666666666666,103.0
Entire home,Entire home/apt,10,2.0,4.0,4.0,within an hour,100%,False,1.0,1.0,36.82424223505545,-114.08164702355862,True,2,13,38,298,68,26,0,4.79,4.75,4.9,4.65,2.35,257.0,1.0,59,880.0,483,0.0666666666666666,32.0
Entire loft,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,True,2.0,2.0,43.77728,11.25115,True,5,12,18,212,267,48,1,4.95,5.0,4.98,4.93,2.05,84.0,unknown,29,4036.0,259,0.1666666666666666,5.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,2.0,41.1071,16.86518,True,24,53,69,69,30,5,0,4.97,5.0,4.5,4.97,0.44,95.0,1.0,54,3479.0,512,0.8,169.0
Private room in rental unit,Private room,2,0.5,1.0,1.0,within an hour,80%,False,3.0,3.0,40.34717986132776,-3.706705234944821,True,0,0,0,0,24,24,0,4.67,4.75,4.42,4.83,4.47,34.0,1.0,10,366.0,148,0.0,37.0
Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,within an hour,100%,True,1.0,1.0,43.31511,-1.9799,True,28,58,88,176,134,32,0,4.93,4.84,4.99,4.79,2.5,137.0,2.0,60,1698.0,481,0.9333333333333332,104.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,False,2.0,2.0,-37.60525,145.273,True,20,50,80,80,30,7,0,4.43,4.37,4.8,4.3,1.25,103.0,1.0,52,3747.0,428,0.6666666666666666,59.0
Entire guesthouse,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,1.0,1.0,54.39348,-8.5354,True,10,10,10,155,28,28,2,5.0,5.0,4.96,5.0,6.72,121.0,1.5,49,2573.0,424,0.3333333333333333,103.0
Private room in home,Private room,3,1.0,1.0,2.0,within an hour,100%,False,5.0,5.0,51.35065603561159,-0.1063843310009122,True,30,60,90,365,1,1,0,3.0,4.0,4.0,3.0,0.77,65.0,2.0,11,218.0,54,1.0,131.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,25.0,33.0,48.85731160459639,2.3575947962951505,True,12,32,62,62,11,11,3,4.82,4.64,5.0,4.82,3.59,115.0,1.0,27,4185.0,494,0.4,105.0
Entire serviced apartment,Entire home/apt,7,2.0,3.0,6.0,within an hour,97%,False,31.0,34.0,39.471329,-0.377594,True,20,50,78,284,42,11,0,4.33,4.5,4.88,4.26,0.97,228.0,2.0,15,1351.0,269,0.6666666666666666,78.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within a few hours,100%,False,1.0,2.0,51.48831,-0.10495,True,20,36,66,87,8,1,0,4.88,5.0,5.0,4.63,0.13,270.0,1.0,30,3622.0,499,0.6666666666666666,436.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,135.0,219.0,37.08025924533487,25.25385924202203,True,29,59,89,364,3,1,0,4.67,4.33,4.0,3.33,0.18,46.0,1.0,22,778.0,248,0.9666666666666668,196.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,90%,False,4.0,6.0,32.721153,-117.156204,True,26,56,86,87,237,35,0,4.75,4.84,4.79,4.65,5.58,104.0,unknown,32,2390.0,185,0.8666666666666667,139.0
Private room in home,Private room,2,1.5,1.0,2.0,within a few hours,100%,False,2.0,2.0,51.45485134586305,-0.1971213055352398,True,0,0,17,237,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,2.0,45,474.0,499,0.0,unknown
Room in hotel,Hotel room,2,1.0,1.0,1.0,within an hour,99%,False,3049.0,5928.0,40.76055,-73.98636,True,30,60,90,336,27,26,1,4.19,4.26,4.93,4.3,2.14,237.0,1.0,21,746.0,401,1.0,40.0
Entire home,Entire home/apt,6,2.0,4.0,4.0,missing,missing,False,1.0,2.0,53.2629132,-9.0753845,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,1.0,5,3719.0,515,1.0,unknown
Entire guest suite,Entire home/apt,12,3.0,5.0,9.0,missing,missing,False,1.0,1.0,41.81914,3.05509,True,29,59,89,269,14,0,0,4.86,5.0,4.5,4.79,0.12,609.0,1.8,46,3616.0,271,0.9666666666666668,957.0
Entire home,Entire home/apt,6,1.5,4.0,4.0,within an hour,100%,True,38.0,42.0,43.1388,-77.58148,True,23,53,75,332,89,39,2,4.91,4.85,4.87,4.87,2.92,142.0,1.0,53,3182.0,513,0.7666666666666667,34.0
Entire home,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,37.09977,25.39202,True,1,1,1,114,18,11,0,4.94,5.0,4.44,4.89,0.43,60.0,1.0,44,1863.0,236,0.0333333333333333,198.0
Entire home,Entire home/apt,12,2.5,5.0,6.0,within a few hours,100%,False,1.0,1.0,-26.51731,153.034,True,0,11,14,64,18,6,0,4.61,4.39,4.67,4.22,0.36,888.0,1.2,79,1839.0,420,0.0,53.0
Private room in rental unit,Private room,3,1.0,1.0,1.0,missing,missing,False,1.0,1.0,59.91369599999999,10.7647968,True,0,0,30,211,4,4,0,4.5,4.5,4.5,4.5,0.8,750.0,1.0,8,2908.0,310,0.0,200.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,77%,False,6.0,6.0,40.41167,-3.70701,True,18,48,78,353,10,5,1,4.1,4.4,5.0,4.3,0.48,18.0,1.0,3,1388.0,61,0.6,21.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,False,1.0,2.0,51.57149,-0.06489,True,7,37,67,67,24,3,0,4.96,4.83,4.67,4.92,0.52,120.0,1.0,22,2285.0,500,0.2333333333333333,229.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,1.0,1.0,-37.71651,144.89177,True,13,40,68,332,62,62,8,4.84,4.82,4.84,4.9,5.12,161.0,1.5,28,2914.0,493,0.4333333333333333,13.0
Entire home,Entire home/apt,6,1.0,2.0,2.0,missing,missing,False,4.0,4.0,36.81391525268555,14.46865177154541,True,1,1,1,1,1,0,0,5.0,5.0,5.0,5.0,0.02,115.0,1.0,24,3864.0,358,0.0333333333333333,1328.0
Entire home,Entire home/apt,2,1.5,1.0,1.0,within an hour,100%,True,2.0,2.0,-33.9472,115.07517,True,6,19,40,195,6,6,2,5.0,5.0,5.0,4.83,1.03,295.0,1.0,56,3173.0,355,0.2,103.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,2.0,2.0,37.99568,23.73424,True,15,45,75,350,74,14,0,4.82,4.88,4.61,4.7,1.24,50.0,1.0,40,2829.0,504,0.5,132.0
Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,within an hour,84%,False,86.0,128.0,51.557133102920346,0.0691901813562976,True,12,29,53,328,11,11,2,3.82,3.91,3.36,4.0,1.79,89.0,2.0,7,2513.0,527,0.4,108.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,False,7.0,7.0,40.68488,-73.95466,True,7,29,56,270,308,49,1,4.75,4.88,4.72,4.62,4.29,130.0,unknown,23,2214.0,496,0.2333333333333333,42.0
Entire home,Entire home/apt,8,3.0,4.0,5.0,within an hour,100%,False,4.0,4.0,39.62408509999999,2.6173259,True,30,60,90,252,0,0,0,4.86,4.87,4.88,4.77,0.87,660.0,1.25,46,1201.0,399,1.0,unknown
Entire loft,Entire home/apt,2,1.0,1.0,0.0,within an hour,90%,False,5.0,5.0,40.38717,-3.65275,True,4,4,4,4,83,13,0,4.47,4.45,4.33,4.3,1.23,59.0,0.0,22,3901.0,212,0.1333333333333333,39.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,missing,missing,True,1.0,1.0,48.86957150377093,2.2923290973037345,True,21,51,81,227,72,24,0,4.96,4.94,4.99,4.85,2.24,300.0,1.0,36,2529.0,114,0.7,145.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,a few days or more,0%,False,1.0,1.0,45.49269083983519,9.238885654199017,True,30,60,90,365,3,2,0,5.0,5.0,5.0,5.0,0.13,274.0,1.5,8,2432.0,249,1.0,327.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,2.0,34.00061,-118.43236,True,14,42,71,71,329,44,2,4.89,4.93,4.91,4.81,4.13,104.0,1.0,50,4071.0,332,0.4666666666666667,26.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,True,1.0,2.0,37.76006,-122.43424,True,29,43,43,261,149,5,1,4.91,4.98,4.9,4.82,1.08,208.0,2.0,60,4426.0,590,0.9666666666666668,17.0
Private room in rental unit,Private room,3,1.0,1.0,1.0,within an hour,98%,False,18.0,19.0,19.41133,-99.1778,True,25,51,81,260,60,54,2,4.75,4.78,4.85,4.8,4.05,450.0,1.0,35,967.0,324,0.8333333333333334,95.0
Entire rental unit,Entire home/apt,9,6.0,8.0,3.0,within an hour,100%,True,6.0,8.0,34.72047,-118.02529,True,27,57,87,362,19,1,0,4.95,4.89,4.84,4.74,0.33,760.0,0.375,54,2097.0,477,0.9,54.0
Private room in guest suite,Private room,4,1.0,1.0,3.0,within an hour,100%,False,3.0,3.0,52.03049,-9.47466,True,24,54,82,289,49,4,0,4.9,4.92,4.89,4.7,0.48,126.0,3.0,30,3202.0,568,0.8,140.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,54.0,94.0,-33.87997696224824,151.20554870789223,True,8,38,68,68,33,33,3,4.58,4.67,4.82,4.58,3.22,193.0,unknown,28,2398.0,408,0.2666666666666666,26.0
Entire cottage,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,True,2.0,3.0,36.2025,28.1363,True,0,0,13,90,26,10,0,5.0,5.0,4.96,5.0,0.48,99.0,2.0,54,1780.0,465,0.0,131.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,2.0,4.0,45.48126,9.18825,True,12,22,33,105,109,16,0,4.88,4.84,4.96,4.82,0.94,114.0,2.0,70,3831.0,468,0.4,207.0
Entire home,Entire home/apt,12,4.0,5.0,6.0,within an hour,96%,False,549.0,1040.0,-38.47112,144.04912,True,9,34,57,255,28,12,1,4.93,4.79,4.96,4.71,0.75,801.0,1.2,23,3154.0,239,0.3,94.0
Entire home,Entire home/apt,2,1.5,2.0,2.0,within an hour,100%,True,1.0,1.0,38.1169527,13.364153,True,26,56,86,266,3,3,0,4.67,4.67,4.33,4.67,0.33,135.0,1.0,40,1676.0,493,0.8666666666666667,225.0
Entire villa,Entire home/apt,7,2.0,4.0,6.0,within an hour,92%,False,340.0,1480.0,35.45087,24.21064,True,0,0,0,274,7,3,0,4.71,4.57,4.71,4.43,0.24,162.0,1.5,19,3091.0,507,0.0,200.0
Private room in condo,Private room,2,1.0,1.0,1.0,within a day,50%,False,2.0,2.0,40.88149,-73.91013,True,29,59,89,364,6,0,0,4.33,4.17,4.0,4.33,0.26,50.0,1.0,60,2420.0,130,0.9666666666666668,482.0
Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,missing,missing,False,1.0,2.0,48.83294,2.30931,True,30,60,90,270,0,0,0,4.86,4.87,4.88,4.77,0.87,360.0,3.0,30,236.0,500,1.0,unknown
Entire serviced apartment,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,4.0,4.0,40.4265696,-3.6713847,True,12,42,72,72,0,0,0,4.86,4.87,4.88,4.77,0.87,110.0,unknown,7,28.0,487,0.4,unknown
Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,within an hour,100%,False,87.0,108.0,32.76048567245797,-96.86256011154734,True,0,0,0,0,2,2,1,4.5,5.0,5.0,5.0,0.19,151.0,1.0,45,4920.0,488,0.0,5.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,5.0,5.0,45.46941713339422,9.22278553856751,True,11,36,66,159,29,29,1,4.83,4.62,4.86,4.72,4.24,81.0,2.0,34,277.0,459,0.3666666666666666,12.0
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,3.0,3.0,21.283661,-157.83223,True,11,16,28,234,77,18,0,4.81,4.58,4.91,4.68,1.86,142.0,2.0,70,1729.0,481,0.3666666666666666,61.0
Private room in rental unit,Private room,4,1.0,1.0,1.0,missing,missing,False,4.0,13.0,26.10812,-80.13668,True,13,34,58,330,1,0,0,5.0,5.0,4.0,5.0,0.05,230.0,1.0,10,3473.0,216,0.4333333333333333,740.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,missing,missing,False,1.0,3.0,41.17468,-8.58977,True,1,1,1,1,46,42,1,4.96,4.89,4.72,4.85,3.07,62.0,2.0,66,2646.0,373,0.0333333333333333,25.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,170.0,710.0,51.51105988877048,-0.1959375273584139,True,8,38,57,57,5,0,0,5.0,4.8,5.0,5.0,0.33,99.0,unknown,29,2286.0,428,0.2666666666666666,478.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,100%,False,11.0,11.0,38.03625,14.01968,True,0,0,0,274,0,0,0,4.86,4.87,4.88,4.77,0.87,141.0,1.0,11,641.0,86,0.0,unknown
Entire villa,Entire home/apt,10,2.0,4.0,6.0,within an hour,100%,True,266.0,406.0,35.32722,24.67094,True,0,0,0,205,32,7,0,4.97,5.0,4.81,4.94,0.27,342.0,1.5,75,4034.0,376,0.0,162.0
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,within an hour,100%,True,1.0,1.0,37.37215,14.3675,True,27,57,87,308,92,9,0,4.88,4.99,4.85,4.9,0.87,133.0,4.0,59,3828.0,250,0.9,134.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,4.0,4.0,38.72723,-9.14805,True,26,56,86,361,169,38,2,4.78,4.84,4.86,4.67,2.4,70.0,1.0,29,2853.0,0,0.8666666666666667,21.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,True,2.0,3.0,41.0441,-8.64997,True,13,31,45,257,58,17,0,4.95,4.98,4.97,4.83,1.7,76.0,2.0,36,4254.0,91,0.4333333333333333,138.0
Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,within an hour,100%,False,4.0,4.0,41.149681,-8.612991,True,9,22,35,304,85,7,0,4.79,4.69,4.93,4.79,1.09,55.0,2.0,47,3278.0,309,0.3,159.0
Houseboat,Entire home/apt,4,3.0,3.0,4.0,within an hour,100%,True,2.0,2.0,52.35236,4.91108,True,0,2,3,94,24,8,0,4.92,4.54,4.92,4.58,0.7,449.0,1.3333333333333333,40,3570.0,0,0.0,200.0
Houseboat,Entire home/apt,9,1.0,3.0,6.0,missing,missing,False,14.0,14.0,51.90616,4.48841,True,20,46,72,160,64,10,0,4.84,4.78,4.81,4.42,1.54,421.0,2.0,63,1177.0,466,0.6666666666666666,115.0
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,51.49200654749839,-0.0439313080578277,True,0,27,57,237,0,0,0,4.86,4.87,4.88,4.77,0.87,50.0,1.0,3,2985.0,173,0.0,unknown
Entire home,Entire home/apt,11,2.5,3.0,0.0,within an hour,100%,False,1.0,1.0,41.38048,-71.62226,True,29,59,89,255,3,3,0,5.0,5.0,5.0,5.0,0.51,419.0,0.0,55,333.0,499,0.9666666666666668,223.0
Tiny home,Entire home/apt,2,1.0,1.0,2.0,within a day,50%,False,1.0,1.0,19.35843,-99.23495,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,384.0,2.0,6,1897.0,471,0.9666666666666668,unknown
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,False,13.0,13.0,-37.9204,145.13047,True,14,44,74,349,67,10,0,4.64,4.73,4.63,4.7,0.97,92.0,1.0,33,2174.0,494,0.4666666666666667,58.0
Private room in home,Private room,3,1.0,1.0,1.0,within an hour,86%,False,3.0,4.0,13.801162169385206,100.60650385916232,True,29,59,89,179,2,2,1,5.0,5.0,5.0,5.0,0.38,720.0,1.0,24,369.0,101,0.9666666666666668,96.0
Entire condo,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,True,12.0,12.0,32.79845,-117.25466,True,3,17,47,321,211,52,4,4.98,4.98,4.96,4.82,3.79,343.0,2.0,71,3444.0,490,0.1,87.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,True,1.0,1.0,34.049,-118.37865,True,10,10,26,217,20,5,1,5.0,4.8,5.0,4.85,0.24,86.0,1.0,28,3503.0,486,0.3333333333333333,25.0
Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,missing,missing,True,1.0,1.0,-33.779867855559154,151.11424881218622,True,16,35,65,65,7,7,0,4.86,4.71,4.71,4.86,1.29,254.0,1.0,28,192.0,535,0.5333333333333333,97.0
Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,missing,missing,False,1.0,1.0,51.47790710053516,-0.018199857582135,True,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,1.0,7,91.0,31,0.9333333333333332,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,378.0,428.0,40.42868,-3.70747,True,12,20,48,312,45,25,0,4.67,4.73,4.91,4.56,2.42,90.0,2.0,27,2012.0,463,0.4,39.0
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within an hour,97%,False,116.0,160.0,42.3463610428679,-71.10041862629883,True,19,41,62,152,25,24,2,4.72,4.68,4.88,4.64,1.98,303.0,1.5,43,2631.0,500,0.6333333333333333,11.0
Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,within an hour,89%,False,137.0,147.0,51.52132,-0.20958,True,11,41,71,161,25,12,2,4.6,4.72,4.76,4.2,0.52,255.0,1.0,51,2366.0,322,0.3666666666666666,114.0
Private room in home,Private room,1,1.5,1.0,1.0,within an hour,100%,True,31.0,49.0,-37.82380380621744,145.12287628499809,True,25,55,85,360,1,1,0,5.0,5.0,5.0,5.0,0.81,55.0,1.0,40,2559.0,450,0.8333333333333334,47.0
Private room in home,Private room,2,1.0,1.0,1.0,within a day,100%,False,2.0,3.0,51.58329,-0.08884,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,98.0,1.0,5,2439.0,107,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,8.0,9.0,48.86382,2.38138,True,17,47,77,107,6,1,0,5.0,4.83,4.5,4.0,0.22,46.0,unknown,17,1901.0,346,0.5666666666666667,457.0
Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,within an hour,100%,False,422.0,482.0,26.01635,-80.11676,True,18,42,72,347,10,1,0,4.4,3.9,4.9,4.5,0.2,236.0,2.0,40,3854.0,478,0.6,389.0
Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,True,4.0,7.0,35.54,24.07255,True,14,44,74,332,37,14,0,4.97,4.97,4.68,4.81,0.58,110.0,1.0,49,2373.0,283,0.4666666666666667,147.0
Private room in home,Private room,2,1.0,1.0,2.0,within an hour,100%,True,7.0,9.0,43.70755,-79.25412,True,0,3,33,307,0,0,0,4.86,4.87,4.88,4.77,0.87,56.0,2.0,50,1040.0,63,0.0,unknown
