property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,within an hour,100%,True,24.0,27.0,37.97821,23.72648,True,22,52,57,143,205,9,0,4.88,4.94,4.93,4.86,2.87,67.0,2.0,32,3547.0,487,0.7333333333333333,127.0
Entire guest suite,Entire home/apt,2,1.0,2.0,2.0,within an hour,100%,True,1.0,1.0,32.625144958496094,-117.0454559326172,True,19,46,74,154,107,20,1,4.92,4.93,4.93,4.89,1.59,97.0,1.0,41,2527.0,465,0.6333333333333333,94.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-37.81782,144.99645,True,0,0,22,291,222,7,0,4.82,4.71,4.94,4.76,2.32,306.0,1.0,47,4452.0,517,0.0,126.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,9.0,9.0,35.5194,23.91093,True,0,0,0,136,0,0,0,4.86,4.87,4.88,4.77,0.87,65.0,1.0,18,3049.0,475,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,3.0,3.0,42.3376382,-71.03912129999999,True,7,10,18,189,97,94,2,4.85,4.93,4.84,4.72,7.4,156.0,1.0,44,2242.0,475,0.2333333333333333,19.0
Entire condo,Entire home/apt,4,1.0,0.0,2.0,missing,missing,False,97.0,116.0,40.6388374,22.9411742,True,26,56,86,361,2,2,0,4.0,4.0,3.5,3.0,0.47,91.0,unknown,15,3616.0,208,0.8666666666666667,137.0
Entire home,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,True,3.0,3.0,36.61646,27.83588,True,1,1,1,95,28,8,0,4.82,4.93,4.96,4.71,0.67,80.0,3.0,65,2369.0,475,0.0333333333333333,168.0
Room in hotel,Private room,2,1.0,0.0,1.0,within a few hours,95%,False,143.0,143.0,21.28377,-157.82914,True,22,49,79,79,0,0,0,4.86,4.87,4.88,4.77,0.87,172.0,unknown,16,3917.0,334,0.7333333333333333,unknown
Entire rental unit,Entire home/apt,2,1.0,2.0,5.0,within an hour,100%,False,4.0,6.0,55.69164,12.53033,True,28,58,88,363,3,0,0,4.67,4.33,4.67,3.33,0.16,466.0,2.5,7,3915.0,424,0.9333333333333332,559.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,-22.9621,-43.17419,True,0,8,8,8,21,13,1,4.9,4.76,5.0,4.86,1.27,555.0,2.0,30,2598.0,400,0.0,103.0
Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,within a few hours,100%,False,4.0,11.0,34.0986,-118.30758,True,30,60,89,89,22,0,0,4.45,4.64,4.32,4.32,0.37,99.0,unknown,31,1878.0,341,1.0,641.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a few hours,100%,False,13.0,15.0,44.4906732302864,11.2914814129669,True,21,51,69,69,0,0,0,4.86,4.87,4.88,4.77,0.87,353.0,1.5,28,2058.0,285,0.7,unknown
Entire rental unit,Entire home/apt,9,2.0,4.0,4.0,missing,missing,False,3.0,4.0,40.95318,17.29553,True,0,0,0,0,2,0,0,5.0,5.0,4.5,4.5,0.05,300.0,1.0,44,2759.0,484,0.0,942.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,9.0,10.0,48.86990446152359,2.3094681275154607,True,0,27,57,149,2,1,1,5.0,5.0,5.0,5.0,0.14,180.0,1.0,42,5009.0,281,0.0,114.0
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,False,1.0,1.0,41.12056426387106,16.78324222085697,True,28,58,88,361,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,2.0,5,97.0,527,0.9333333333333332,unknown
Entire home,Entire home/apt,6,1.5,2.0,2.0,within an hour,100%,False,6.0,7.0,35.16539,24.58277,True,23,53,83,317,26,0,0,4.73,4.23,4.73,4.81,0.49,58.0,1.0,36,3090.0,479,0.7666666666666667,539.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,99%,False,62.0,72.0,29.9545479,-90.0743526,True,0,0,0,0,1,0,0,3.0,5.0,5.0,3.0,0.04,209.0,2.0,35,1131.0,41,0.0,698.0
Private room in home,Private room,4,1.5,1.0,2.0,within an hour,100%,False,7.0,8.0,51.46136,-0.08711,True,28,57,87,359,87,21,1,4.47,4.64,4.47,4.47,1.46,79.0,2.0,41,1936.0,518,0.9333333333333332,109.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,100%,False,3.0,3.0,37.5457,15.12988,True,0,7,37,37,1,1,0,5.0,5.0,5.0,5.0,0.16,70.0,1.0,29,3140.0,475,0.0,266.0
Private room in vacation home,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,41.15811,16.76853,True,30,60,90,180,14,6,0,4.71,4.71,4.71,4.43,0.35,77.0,1.0,44,3975.0,432,1.0,166.0
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,within an hour,100%,True,2.0,2.0,56.94525,24.07133,True,1,16,46,321,149,21,1,4.99,4.98,4.9,4.97,1.51,42.0,4.0,30,3039.0,492,0.0333333333333333,96.0
Dome,Entire home/apt,8,2.5,3.0,5.0,within an hour,100%,True,4.0,4.0,36.46172695977904,25.376440525054928,True,0,0,0,209,5,0,0,4.8,5.0,5.0,4.8,0.16,1000.0,1.6666666666666667,67,3220.0,0,0.0,577.0
Private room in farm stay,Private room,16,1.0,1.0,9.0,missing,missing,False,1.0,1.0,40.226337885431526,18.44141845853425,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,37.0,9.0,22,543.0,67,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,8,3.0,4.0,6.0,within an hour,96%,False,84.0,271.0,35.92001,14.49179,True,24,26,36,216,67,8,0,4.19,4.33,4.87,4.09,0.55,408.0,1.5,42,4765.0,379,0.8,130.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,3.0,3.0,41.12922,16.86713,True,30,60,90,363,1,0,0,5.0,5.0,5.0,5.0,0.02,135.0,2.0,17,2066.0,418,1.0,1299.0
Entire guesthouse,Entire home/apt,3,1.0,2.0,2.0,missing,missing,False,4.0,5.0,40.27241,18.42917,True,0,0,0,222,0,0,0,4.86,4.87,4.88,4.77,0.87,155.0,1.0,13,3928.0,479,0.0,unknown
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,16.0,19.0,26.1285815,-80.1039507,True,10,24,54,325,24,24,0,4.96,4.92,4.96,4.92,2.04,390.0,2.0,76,3098.0,512,0.3333333333333333,109.0
Private room in townhouse,Private room,1,1.5,1.0,1.0,missing,missing,False,3.0,8.0,-33.88536,151.21483,True,30,60,90,91,2,0,0,5.0,5.0,5.0,5.0,0.03,120.0,1.0,46,3780.0,529,1.0,1954.0
Private room in rental unit,Private room,1,1.5,1.0,1.0,within an hour,100%,True,4.0,4.0,59.92085,10.74995,True,30,60,90,365,127,4,1,4.79,4.75,4.85,4.76,0.81,571.0,1.0,45,4799.0,477,1.0,101.0
Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,False,23.0,30.0,-37.8229226,144.9639272,True,16,44,74,75,26,22,0,4.85,4.88,4.96,4.92,1.81,252.0,1.3333333333333333,52,3312.0,316,0.5333333333333333,69.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a day,60%,False,79.0,279.0,36.09589,-115.20845,True,0,0,13,119,0,0,0,4.86,4.87,4.88,4.77,0.87,155.0,2.0,41,2396.0,518,0.0,unknown
Entire home,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,True,3.0,3.0,30.28503,-97.77289,True,22,52,82,357,44,3,0,4.8,4.59,4.95,4.75,0.46,170.0,1.5,30,3300.0,71,0.7333333333333333,145.0
Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,within a few hours,100%,False,2.0,2.0,19.28936,-99.16304,True,0,16,46,226,15,0,0,5.0,5.0,5.0,5.0,0.21,790.0,2.0,24,2217.0,515,0.0,470.0
Entire home,Entire home/apt,6,1.0,2.0,6.0,within an hour,100%,True,4.0,6.0,13.87746,100.59693,True,0,22,51,141,17,17,2,4.59,4.47,4.24,4.59,2.49,691.0,3.0,23,950.0,546,0.0,99.0
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,100%,True,2.0,4.0,51.47574,-0.16548,True,8,28,58,148,111,30,2,4.72,4.61,4.68,4.68,1.28,52.0,1.0,19,3951.0,521,0.2666666666666666,117.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,-22.968224674525736,-43.38775869259034,True,0,0,26,301,0,0,0,4.86,4.87,4.88,4.77,0.87,999.0,1.0,6,1709.0,423,0.0,unknown
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,True,2.0,3.0,37.72687,-122.42178,True,2,32,61,61,13,3,0,4.62,4.23,4.31,4.62,0.14,121.0,1.0,27,3411.0,230,0.0666666666666666,76.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,True,1.0,1.0,51.20461,4.42308,True,9,13,14,74,38,20,2,4.97,4.92,4.84,4.89,1.49,106.0,1.0,25,2665.0,487,0.3,89.0
Private room in home,Private room,3,2.0,2.0,2.0,within a few hours,67%,False,3.0,7.0,-33.85019,151.18044,True,30,60,90,365,18,0,0,4.83,4.5,5.0,4.78,0.16,117.0,1.0,35,4627.0,297,1.0,1877.0
Entire home,Entire home/apt,8,2.0,4.0,4.0,within an hour,100%,False,127.0,200.0,41.702219,2.869368,True,0,0,0,32,18,2,0,4.89,4.67,4.89,4.67,0.26,100.0,1.0,22,3005.0,498,0.0,195.0
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,True,1.0,1.0,52.51416,13.30659,True,11,34,62,74,199,38,1,4.85,4.61,4.88,4.72,2.7,125.0,2.0,59,2308.0,483,0.3666666666666666,104.0
Private room in home,Private room,2,1.5,1.0,1.0,within a day,100%,False,2.0,4.0,53.37823,-6.2684,True,19,49,79,167,7,1,0,4.86,5.0,4.86,4.57,0.09,120.0,1.0,16,4663.0,348,0.6333333333333333,194.0
Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,missing,missing,True,1.0,1.0,37.79812983303447,-122.19788584030051,True,0,0,0,169,29,9,0,5.0,5.0,4.97,4.93,1.29,120.0,unknown,61,3921.0,467,0.0,126.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,False,13.0,13.0,40.01534,18.40483,True,29,59,89,236,0,0,0,4.86,4.87,4.88,4.77,0.87,100.0,1.0,11,2104.0,442,0.9666666666666668,unknown
Entire vacation home,Entire home/apt,6,2.0,3.0,7.0,within an hour,100%,False,1.0,1.0,40.28774,17.85692,True,30,60,90,284,7,1,0,5.0,5.0,4.86,4.57,0.17,250.0,2.3333333333333335,55,2028.0,401,1.0,249.0
Room in boutique hotel,Hotel room,2,1.0,1.0,1.0,within an hour,100%,False,32.0,33.0,48.88734,2.33571,True,29,59,82,82,21,5,0,4.52,4.52,4.81,4.38,0.28,101.0,1.0,12,2937.0,74,0.9666666666666668,147.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,False,131.0,180.0,48.17253,16.38028,True,1,1,1,1,40,33,1,4.35,4.3,4.55,4.55,2.41,51.0,1.5,40,2326.0,467,0.0333333333333333,20.0
Entire home,Entire home/apt,8,3.0,4.0,5.0,within a few hours,100%,True,2.0,2.0,51.90498,-8.85054,True,23,24,24,59,41,4,0,4.73,4.68,4.76,4.71,0.66,300.0,1.25,47,2166.0,171,0.7666666666666667,210.0
Room in hotel,Hotel room,8,4.0,4.0,4.0,within an hour,99%,False,2873.0,4538.0,30.33914,-97.70402,True,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,560.0,1.0,25,746.0,488,0.0,unknown
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within an hour,100%,False,5.0,8.0,37.07333,25.13412,True,0,0,0,218,15,6,0,4.67,5.0,4.8,4.47,0.37,295.0,1.5,33,1347.0,160,0.0,170.0
Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,within an hour,100%,False,82.0,84.0,32.70871,-97.34678,True,18,45,73,282,28,28,3,4.61,4.68,4.64,4.68,2.67,92.0,1.5,51,1013.0,467,0.6,14.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,39.76107,-104.90693,True,28,58,88,360,15,5,0,4.93,5.0,4.87,4.93,0.56,168.0,1.0,55,1609.0,330,0.9333333333333332,192.0
Entire home,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,False,1.0,1.0,51.46465,-2.55713,True,17,41,71,326,148,41,2,4.53,4.44,4.45,4.36,2.51,89.0,1.5,33,1863.0,379,0.5666666666666667,85.0
Entire home,Entire home/apt,6,2.0,3.0,5.0,within an hour,100%,True,36.0,52.0,-38.30001,144.99425,True,25,55,85,360,39,27,1,4.85,4.77,4.85,4.77,2.09,263.0,1.6666666666666667,40,869.0,507,0.8333333333333334,18.0
Casa particular,Entire home/apt,2,2.0,1.0,1.0,missing,missing,False,1.0,4.0,-23.02678,-43.49863,True,29,59,89,89,2,0,0,4.5,3.5,4.5,4.5,0.08,600.0,1.0,27,5071.0,237,0.9666666666666668,766.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,False,16.0,17.0,51.52321,-0.2139,True,10,40,70,345,47,15,0,4.64,4.62,4.62,4.55,1.57,178.0,1.5,54,1044.0,500,0.3333333333333333,137.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,missing,missing,False,2.0,2.0,40.9537765,17.2973785,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,160.0,1.5,6,1699.0,66,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,3.0,45.77188325087734,4.826446945247318,True,6,23,47,221,2,2,0,5.0,5.0,4.5,4.5,0.5,59.0,1.0,25,3518.0,462,0.2,68.0
Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,within an hour,100%,False,2.0,2.0,45.4510364,9.1403324,True,4,15,22,87,6,6,2,4.83,4.67,4.67,4.83,2.5,82.0,2.0,43,200.0,464,0.1333333333333333,11.0
Entire serviced apartment,Entire home/apt,5,1.0,1.0,1.0,within an hour,100%,False,58.0,76.0,1.2967540415161,103.8400103347904,True,25,55,85,360,1,1,0,5.0,5.0,5.0,4.0,0.18,270.0,1.0,26,4120.0,249,0.8333333333333334,243.0
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,a few days or more,0%,True,3.0,3.0,37.85172,15.29021,True,0,0,0,0,129,1,0,4.93,5.0,4.96,4.89,1.13,55.0,1.0,36,3545.0,216,0.0,311.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,151.0,466.0,32.81446,-96.78999,True,13,43,73,348,23,6,1,4.7,4.57,4.74,4.7,0.39,145.0,2.0,48,2993.0,468,0.4333333333333333,25.0
Entire rental unit,Entire home/apt,5,3.0,3.0,3.0,within an hour,100%,False,197.0,257.0,35.91154,14.47511,True,15,43,66,322,9,9,0,4.67,4.89,4.78,4.78,1.27,97.0,1.0,38,4671.0,235,0.5,185.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,99%,False,841.0,853.0,40.44258,-3.70168,True,30,60,90,331,0,0,0,4.86,4.87,4.88,4.77,0.87,389.0,1.0,27,1757.0,295,1.0,unknown
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,within an hour,100%,False,2.0,3.0,41.98577,-87.6563,True,1,1,1,1,26,9,0,4.0,4.42,4.42,3.92,0.45,158.0,unknown,46,1879.0,423,0.0333333333333333,151.0
Entire villa,Entire home/apt,8,4.0,4.0,5.0,within an hour,100%,False,1.0,1.0,36.31605,28.18721,True,0,0,0,160,0,0,0,4.86,4.87,4.88,4.77,0.87,307.0,1.25,58,1710.0,503,0.0,unknown
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,False,48.0,49.0,37.63941769304992,-122.45834963290862,True,6,34,64,153,15,15,0,4.8,4.8,4.8,4.73,1.88,65.0,1.0,24,2177.0,448,0.2,120.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,91%,False,4.0,4.0,51.42382237665752,-0.2064295014813285,True,4,4,4,62,3,3,3,5.0,5.0,5.0,5.0,3.0,128.0,1.0,30,726.0,60,0.1333333333333333,99.0
Entire vacation home,Entire home/apt,5,1.0,2.0,1.0,a few days or more,33%,False,4.0,4.0,38.0339355,12.8369475,True,0,0,0,212,0,0,0,4.86,4.87,4.88,4.77,0.87,113.0,0.5,15,753.0,386,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-30.9028661,153.0626795,True,23,50,64,64,28,28,3,4.93,4.93,4.89,4.86,6.13,147.0,1.0,39,2838.0,497,0.7666666666666667,27.0
Entire loft,Entire home/apt,2,1.0,2.0,2.0,within an hour,100%,True,1.0,1.0,48.86257,2.35686,True,10,10,10,10,172,22,5,4.76,4.7,4.96,4.69,1.66,133.0,1.0,39,3254.0,514,0.3333333333333333,103.0
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,within an hour,100%,False,32.0,42.0,39.84195,3.13006,True,27,34,64,300,16,4,0,4.94,4.75,4.88,4.75,0.25,162.0,1.0,33,4190.0,469,0.9,69.0
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,within an hour,100%,False,3.0,3.0,35.2926546,25.4332822,True,0,0,0,181,7,2,0,5.0,4.71,4.57,4.86,0.24,88.0,3.0,42,3557.0,0,0.0,247.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,1.0,1.0,50.8356286,4.3296302,True,8,11,15,204,37,37,8,4.65,4.62,4.49,4.68,9.82,86.0,1.0,38,115.0,324,0.2666666666666666,3.0
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,False,1.0,3.0,40.46687,17.26606,True,6,6,6,97,19,3,0,4.95,5.0,4.53,5.0,0.58,67.0,3.0,43,1061.0,421,0.2,173.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,False,2.0,2.0,41.1882,16.67315,True,30,60,90,325,2,2,0,5.0,5.0,5.0,5.0,0.54,112.0,1.0,15,508.0,307,1.0,150.0
Room in hotel,Private room,2,1.0,0.0,2.0,within an hour,100%,False,5.0,5.0,26.00973,-80.14695,True,29,59,89,179,7,0,0,3.57,4.29,4.57,3.86,0.26,169.0,unknown,24,1239.0,362,0.9666666666666668,797.0
Entire home,Entire home/apt,8,2.0,3.0,3.0,within an hour,70%,False,37.0,97.0,36.96596,-121.89497,True,28,55,83,353,10,1,0,4.4,4.7,4.7,3.8,0.25,348.0,1.0,30,3511.0,155,0.9333333333333332,159.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,52.34619929999999,4.8910059,True,29,59,89,272,9,8,0,5.0,4.89,5.0,4.78,0.36,304.0,2.0,51,2782.0,508,0.9666666666666668,144.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,48.83577010296908,2.3207778130180494,True,1,1,30,30,4,4,0,5.0,5.0,5.0,5.0,0.45,145.0,1.0,35,3561.0,449,0.0333333333333333,307.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,False,9.0,9.0,-42.88677,147.33135,True,6,17,38,274,79,15,0,4.87,4.95,4.97,4.8,1.47,212.0,1.0,22,1626.0,510,0.2,78.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,35.50694,23.96444,True,0,0,0,124,20,4,0,4.95,5.0,4.85,4.95,0.25,40.0,1.0,36,2737.0,386,0.0,232.0
Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,within an hour,100%,False,10.0,10.0,38.16916,12.73532,True,0,0,0,105,1,0,0,5.0,4.0,4.0,4.0,0.02,90.0,1.0,18,4925.0,265,0.0,1748.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,174.0,201.0,49.26814061725438,-123.102182903023,True,12,42,72,347,0,0,0,4.86,4.87,4.88,4.77,0.87,156.0,2.0,44,2293.0,466,0.4,unknown
Entire bungalow,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,True,6.0,7.0,-30.29617,153.13215,True,12,29,54,298,330,41,2,4.78,4.79,4.83,4.72,4.91,198.0,unknown,32,2065.0,435,0.4,30.0
Entire home,Entire home/apt,10,1.0,4.0,5.0,missing,missing,False,4.0,6.0,43.13244,-77.64013,True,29,59,89,89,0,0,0,4.86,4.87,4.88,4.77,0.87,482.0,1.25,12,3227.0,258,0.9666666666666668,unknown
Entire guesthouse,Entire home/apt,5,1.0,1.0,2.0,within an hour,100%,False,2.0,2.0,36.27887,-115.21519,True,16,46,76,166,28,3,0,4.89,4.96,4.82,4.89,0.3,106.0,2.0,33,2829.0,154,0.5333333333333333,31.0
Entire home,Entire home/apt,5,2.5,2.0,3.0,within an hour,100%,True,3.0,3.0,35.51389430049983,24.010198066270444,True,27,34,60,288,23,23,2,5.0,5.0,4.83,4.91,2.99,80.0,1.5,59,2120.0,496,0.9,85.0
Entire home,Entire home/apt,7,2.0,3.0,4.0,within a day,89%,True,224.0,571.0,39.8406,18.2233,True,0,0,30,202,4,3,0,5.0,5.0,5.0,5.0,0.21,237.0,1.3333333333333333,35,3689.0,84,0.0,160.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,274.0,361.0,-27.46093,152.99726,True,9,39,69,344,22,9,0,4.68,4.73,4.82,4.68,1.15,135.0,1.0,35,3182.0,525,0.3,77.0
Room in boutique hotel,Private room,4,1.0,1.0,3.0,within an hour,75%,True,16.0,16.0,40.8517,14.25979,True,6,7,7,73,72,13,0,4.93,4.94,4.92,4.86,1.26,173.0,3.0,17,3245.0,486,0.2,84.0
Entire home,Entire home/apt,4,1.5,2.0,2.0,within a few hours,94%,False,388.0,1012.0,39.86066,18.26471,True,30,60,90,328,2,2,0,5.0,5.0,5.0,5.0,0.54,252.0,1.0,32,3346.0,78,1.0,171.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,False,4.0,4.0,39.48217786937153,-0.3614936061573077,True,0,0,0,258,0,0,0,4.86,4.87,4.88,4.77,0.87,105.0,1.0,9,3886.0,458,0.0,unknown
Entire condo,Entire home/apt,4,2.0,1.0,2.0,within an hour,97%,True,230.0,243.0,20.708915,-156.443297,True,14,31,50,133,0,0,0,4.86,4.87,4.88,4.77,0.87,216.0,2.0,29,3375.0,129,0.4666666666666667,unknown
Entire townhouse,Entire home/apt,8,2.0,3.0,5.0,within an hour,89%,True,34.0,47.0,-32.070045,152.54128,True,22,36,66,278,4,3,1,5.0,5.0,5.0,4.75,0.24,221.0,1.6666666666666667,22,2482.0,232,0.7333333333333333,20.0
Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,within an hour,100%,False,1.0,2.0,51.500714460953255,0.027545616030693,True,9,36,62,322,2,2,2,5.0,5.0,5.0,5.0,2.0,113.0,1.0,31,826.0,406,0.3,110.0
Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,within an hour,99%,False,57.0,63.0,45.44117,9.20241,True,2,2,2,2,0,0,0,4.86,4.87,4.88,4.77,0.87,96.0,4.0,21,1873.0,392,0.0666666666666666,unknown
Entire home,Entire home/apt,6,1.0,3.0,5.0,within an hour,100%,False,177.0,269.0,37.390194,24.939028,True,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,139.0,1.6666666666666667,36,672.0,456,0.9333333333333332,unknown
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,1.0,1.0,-43.36461,147.22056,True,9,16,46,210,79,45,3,5.0,5.0,5.0,4.86,4.02,300.0,1.0,42,4141.0,419,0.3,29.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,False,12.0,14.0,40.78335,-73.94685,True,0,3,33,308,10,2,0,4.6,4.0,4.7,4.2,0.14,96.0,unknown,24,2663.0,256,0.0,82.0
Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,within a few hours,88%,True,3.0,3.0,48.84556780115347,2.292554327876018,True,6,36,66,246,0,0,0,4.86,4.87,4.88,4.77,0.87,45.0,unknown,3,3442.0,194,0.2,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,83%,False,3.0,3.0,38.7293759,-9.1368848,True,29,52,82,173,0,0,0,4.86,4.87,4.88,4.77,0.87,68.0,1.0,11,2961.0,416,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,82.0,82.0,51.51421626123852,-0.1360845815641019,True,21,51,81,253,2,2,1,5.0,5.0,5.0,4.0,0.39,274.0,1.0,35,534.0,494,0.7,96.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,False,1.0,1.0,45.8272,10.09325,True,21,41,66,187,8,8,0,5.0,5.0,4.75,5.0,1.2,105.0,1.5,42,274.0,445,0.7,132.0
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,within a day,100%,True,1.0,2.0,46.23028,6.06797,True,27,52,82,357,23,14,0,4.96,4.87,4.83,4.74,1.29,65.0,1.0,4,1230.0,52,0.9,168.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,90%,False,27.0,27.0,41.7970379,3.0516211,True,0,0,0,4,0,0,0,4.86,4.87,4.88,4.77,0.87,183.0,1.0,37,2838.0,315,0.0,unknown
Entire home,Entire home/apt,7,2.0,4.0,5.0,within an hour,100%,False,50.0,54.0,-33.62555070627819,115.1150513937472,True,0,7,37,274,0,0,0,4.86,4.87,4.88,4.77,0.87,479.0,1.25,56,3039.0,391,0.0,unknown
Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,within an hour,97%,False,133.0,138.0,45.45995931753149,-73.57554034821945,True,2,32,62,178,0,0,0,4.86,4.87,4.88,4.77,0.87,152.0,1.5,44,1187.0,467,0.0666666666666666,unknown
Private room in rental unit,Private room,1,1.0,1.0,1.0,missing,missing,False,1.0,2.0,32.75194,-117.17288,True,30,60,89,89,0,0,0,4.86,4.87,4.88,4.77,0.87,70.0,1.0,13,3171.0,508,1.0,unknown
Private room in home,Private room,2,1.0,0.0,1.0,a few days or more,100%,False,1.0,3.0,53.45669,-2.19313,True,2,32,57,323,27,9,0,4.7,4.56,4.78,4.85,0.35,25.0,unknown,16,2705.0,473,0.0666666666666666,124.0
Private room in guesthouse,Private room,2,1.0,1.0,1.0,within an hour,100%,False,16.0,18.0,48.21212444768356,16.387446627176093,True,12,22,50,284,13,13,8,4.69,4.62,4.54,4.77,1.87,59.0,1.0,18,801.0,85,0.4,16.0
Entire condo,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,False,13.0,19.0,40.64633,17.93608,True,30,60,90,363,1,1,0,4.0,3.0,5.0,2.0,0.12,215.0,2.0,41,2327.0,57,1.0,321.0
